DateTime,Open,High,Low,Close,Volume
2026.08.25 00:00:00,7653.334,7659.584,7644.313,7657.584,2.4724799904506654
2026.08.25 01:00:00,7657.819,7660.828,7654.563,7657.069,2.1623999916482717
2026.08.25 02:00:00,7657.313,7659.334,7650.629,7651.948,1.7198299933952512
2026.08.25 03:00:00,7652.072,7662.575,7651.813,7659.084,1.3265099948766874
2026.08.25 04:00:00,7658.825,7663.499,7658.566,7660.819,0.9883799961826298
2026.08.25 06:00:00,7663.831,7673.581,7663.819,7673.569,2.0410800402751192
2026.08.25 07:00:00,7673.695,7676.563,7665.563,7666.629,2.635950052237604
2026.08.25 10:00:00,7693.319,7693.984,7683.828,7686.084,2.0485500405193307
2026.08.25 11:00:00,7685.834,7690.451,7677.066,7688.813,2.544900050444994
2026.08.25 12:00:00,7688.578,7692.819,7678.834,7681.822,5.030700099596288
2026.08.25 13:00:00,7681.695,7684.975,7672.081,7673.819,13.593150267610326
2026.08.25 14:00:00,7673.749,7675.078,7648.542,7665.048,14.61705028556753
2026.08.25 15:00:00,7665.286,7675.955,7660.939,7672.404,10.212300189887173
2026.08.25 16:00:00,7672.142,7677.458,7671.202,7675.613,5.5830500883748755
2026.08.25 17:00:00,7675.489,7676.369,7663.949,7668.049,5.453253096994445
2026.08.25 18:00:00,7667.751,7676.702,7664.869,7674.292,4.16535005660262
2026.08.25 19:00:00,7674.418,7679.864,7666.643,7676.152,6.590400090557523
2026.08.25 20:00:00,7676.414,7678.389,7674.149,7677.179,0.3571100014669355
2026.08.25 22:00:00,7678.195,7679.684,7676.672,7678.163,0.3269799987319857
2026.08.25 23:00:00,7678.479,7678.681,7666.669,7667.931,0.4120799984084442
2026.08.26 00:00:00,7667.542,7671.934,7659.666,7660.175,1.9621899924968602
2026.08.26 01:00:00,7659.979,7664.163,7656.913,7660.419,1.3958699946088018
2026.08.26 02:00:00,7660.663,7673.229,7658.163,7671.795,0.740519997139927
2026.08.26 03:00:00,7671.925,7677.979,7670.431,7675.675,0.7879499969567405
2026.08.26 04:00:00,7675.804,7677.666,7668.184,7669.295,0.6299599976046011
2026.08.26 05:00:00,7669.413,7673.681,7669.169,7671.169,1.2219599952804856
2026.08.26 06:00:00,7671.292,7676.979,7666.536,7674.479,2.344530046277214
2026.08.26 07:00:00,7674.054,7674.979,7666.663,7671.931,3.2703000647597946
2026.08.26 08:00:00,7671.789,7677.184,7668.925,7674.672,2.935650058090687
2026.08.26 09:00:00,7674.783,7675.792,7669.166,7674.925,1.9530000388040207
2026.08.26 10:00:00,7675.166,7676.099,7667.919,7673.048,1.5859500314691104
2026.08.26 11:00:00,7673.295,7680.169,7668.922,7673.684,2.40450004755985
2026.08.26 12:00:00,7673.931,7682.692,7662.919,7665.425,10.19356320188956
2026.08.26 13:00:00,7665.292,7687.434,7662.913,7687.425,14.227950275177136
2026.08.26 14:00:00,7687.181,7687.928,7666.434,7676.538,11.828700217767619
2026.08.26 15:00:00,7676.776,7682.644,7668.722,7671.109,9.586050162790343
2026.08.26 16:00:00,7670.919,7672.159,7656.903,7664.953,7.309050136711448
2026.08.26 17:00:00,7664.769,7676.339,7663.453,7674.361,4.952550079324283
2026.08.26 18:00:00,7674.222,7684.369,7671.275,7683.052,4.635500067379326
2026.08.26 19:00:00,7683.359,7690.982,7672.383,7677.593,7.1199000927153975
2026.08.26 20:00:00,7677.346,7689.088,7675.851,7687.933,0.8800900025526062
2026.08.26 22:00:00,7708.863,7727.429,7708.239,7722.378,1.4736299943760969
2026.08.26 23:00:00,7722.179,7725.501,7719.619,7724.992,0.6823799973644782
