DateTime,Open,High,Low,Close,Volume
2026.08.25 00:00:00,7653.334,7655.129,7652.322,7653.084,0.07292999971832614
2026.08.25 00:01:00,7653.201,7654.186,7652.078,7653.439,0.07496999971044715
2026.08.25 00:02:00,7653.572,7654.072,7652.686,7652.686,0.06782999973802362
2026.08.25 00:03:00,7652.879,7652.879,7651.816,7651.939,0.0637499997537816
2026.08.25 00:04:00,7652.069,7652.379,7651.322,7651.379,0.03875999985029921
2026.08.25 00:05:00,7651.436,7651.879,7650.954,7651.819,0.037739999854238704
2026.08.25 00:06:00,7652.081,7652.081,7651.313,7651.578,0.037739999854238704
2026.08.25 00:07:00,7651.448,7653.629,7651.319,7652.334,0.04844999981287401
2026.08.25 00:08:00,7652.436,7652.816,7651.575,7651.879,0.06425999975181185
2026.08.25 00:09:00,7651.698,7651.879,7651.442,7651.629,0.04385999983060174
2026.08.25 00:10:00,7651.322,7651.575,7649.063,7649.334,0.03569999986211769
2026.08.25 00:11:00,7649.192,7650.072,7648.319,7648.442,0.04691999981878325
2026.08.25 00:12:00,7648.319,7649.204,7647.584,7648.704,0.037739999854238704
2026.08.25 00:13:00,7648.825,7649.334,7648.439,7649.075,0.04283999983454123
2026.08.25 00:14:00,7649.249,7649.334,7648.331,7648.331,0.02957999988575466
2026.08.25 00:15:00,7648.189,7648.316,7645.813,7645.816,0.03824999985226896
2026.08.25 00:16:00,7646.072,7646.072,7644.328,7644.572,0.037739999854238704
2026.08.25 00:17:00,7644.379,7645.379,7644.313,7645.331,0.03722999985620845
2026.08.25 00:18:00,7645.078,7645.379,7644.313,7644.313,0.0367199998581782
2026.08.25 00:19:00,7644.569,7645.189,7644.316,7644.834,0.031109999879845418
2026.08.25 00:20:00,7645.063,7646.581,7644.822,7646.581,0.037739999854238704
2026.08.25 00:21:00,7646.448,7647.683,7646.183,7647.629,0.04487999982666224
2026.08.25 00:22:00,7647.499,7647.813,7646.828,7647.563,0.024479999905452132
2026.08.25 00:23:00,7647.879,7650.572,7647.879,7649.834,0.03926999984832946
2026.08.25 00:24:00,7649.566,7649.816,7647.563,7648.078,0.031109999879845418
2026.08.25 00:25:00,7647.942,7648.575,7646.813,7647.879,0.04589999982272275
2026.08.25 00:26:00,7647.948,7650.072,7647.819,7650.072,0.048959999810904264
2026.08.25 00:27:00,7650.316,7650.629,7649.569,7650.322,0.05966999976953957
2026.08.25 00:28:00,7650.454,7651.834,7650.316,7651.834,0.03467999986605719
2026.08.25 00:29:00,7651.692,7652.319,7651.563,7652.129,0.028559999889694154
2026.08.25 00:30:00,7651.999,7653.629,7651.319,7653.629,0.04028999984438997
2026.08.25 00:31:00,7653.454,7654.078,7652.629,7653.081,0.04283999983454123
2026.08.25 00:32:00,7653.249,7653.334,7652.313,7652.563,0.039779999846359715
2026.08.25 00:33:00,7652.698,7653.189,7652.183,7652.575,0.04793999981484376
2026.08.25 00:34:00,7652.451,7653.581,7652.316,7653.322,0.03569999986211769
2026.08.25 00:35:00,7653.451,7654.072,7653.189,7653.816,0.04997999980696477
