DateTime,Open,High,Low,Close,Volume
2026.08.25 00:00:00,7653.334,7655.129,7651.322,7651.379,0.3182399987708777
2026.08.25 00:05:00,7651.436,7653.629,7650.954,7651.629,0.232049999103765
2026.08.25 00:10:00,7651.322,7651.575,7647.584,7648.331,0.19277999925543554
2026.08.25 00:15:00,7648.189,7648.316,7644.313,7644.834,0.18104999930073973
2026.08.25 00:20:00,7645.063,7650.572,7644.822,7648.078,0.17747999931452796
2026.08.25 00:25:00,7647.942,7652.319,7646.813,7652.129,0.21776999915891793
2026.08.25 00:30:00,7651.999,7654.078,7651.319,7653.322,0.20654999920225237
2026.08.25 00:35:00,7653.451,7654.879,7652.563,7653.075,0.21623999916482717
2026.08.25 00:40:00,7652.942,7658.084,7652.563,7657.186,0.20246999921801034
2026.08.25 00:45:00,7657.063,7659.563,7655.325,7657.325,0.24122999906830955
2026.08.25 00:50:00,7657.186,7659.584,7657.066,7658.629,0.17186999933619518
2026.08.25 00:55:00,7658.689,7659.075,7657.566,7657.584,0.11474999955680687
2026.08.25 01:00:00,7657.819,7658.328,7656.313,7658.322,0.18308999929286074
2026.08.25 01:05:00,7658.084,7659.084,7656.816,7658.825,0.20705999920028262
2026.08.25 01:10:00,7658.939,7659.379,7656.819,7658.081,0.18308999929286074
2026.08.25 01:15:00,7658.322,7659.084,7656.813,7658.316,0.17288999933225568
2026.08.25 01:20:00,7658.442,7658.584,7655.078,7655.078,0.13565999947604723
2026.08.25 01:25:00,7654.939,7657.129,7654.563,7656.319,0.19940999922982883
2026.08.25 01:30:00,7656.078,7659.629,7655.828,7656.629,0.24581999905058183
2026.08.25 01:35:00,7656.448,7660.704,7656.069,7660.063,0.2116499991825549
2026.08.25 01:40:00,7659.939,7660.828,7657.192,7658.563,0.1739099993283162
2026.08.25 01:45:00,7658.704,7660.334,7658.313,7659.813,0.15911999938543886
2026.08.25 01:50:00,7659.701,7659.879,7657.831,7659.629,0.1596299993834691
2026.08.25 01:55:00,7659.436,7659.563,7657.069,7657.069,0.13106999949377496
2026.08.25 02:00:00,7657.313,7659.195,7657.195,7657.816,0.1662599993578624
2026.08.25 02:05:00,7657.954,7658.319,7653.331,7653.834,0.13372999952116515
2026.08.25 02:10:00,7653.704,7654.084,7652.066,7653.629,0.10097999960999005
2026.08.25 02:15:00,7653.445,7655.331,7652.129,7655.084,0.1198499995371094
2026.08.25 02:20:00,7655.334,7655.584,7652.819,7655.584,0.12545999951544218
2026.08.25 02:25:00,7655.825,7656.379,7652.316,7655.828,0.1596299993834691
2026.08.25 02:30:00,7655.692,7658.999,7654.825,7657.316,0.2050199992081616
2026.08.25 02:35:00,7657.439,7658.129,7655.313,7656.933,0.1682999993499834
2026.08.25 02:40:00,7657.078,7659.334,7655.951,7656.129,0.1642199993657414
2026.08.25 02:45:00,7656.189,7656.331,7653.819,7654.204,0.11780999954498839
2026.08.25 02:50:00,7654.069,7654.316,7652.063,7653.129,0.13667999947210774
2026.08.25 02:55:00,7652.936,7653.129,7650.629,7651.948,0.12188999952923041
2026.08.25 03:00:00,7652.072,7655.331,7651.813,7654.442,0.13004999949771445
2026.08.25 03:05:00,7654.578,7661.063,7654.316,7658.822,0.17543999932240695
2026.08.25 03:10:00,7659.313,7660.584,7658.313,7658.834,0.18002999930467922
2026.08.25 03:15:00,7658.692,7661.334,7658.692,7660.939,0.1402499994583195
2026.08.25 03:20:00,7661.066,7661.129,7659.075,7659.331,0.08159999968484044
2026.08.25 03:25:00,7659.442,7661.629,7659.075,7661.379,0.10556999959226232
2026.08.25 03:30:00,7661.189,7662.575,7660.566,7662.129,0.12902999950165395
2026.08.25 03:35:00,7661.816,7661.999,7659.629,7660.379,0.0657899997459026
2026.08.25 03:40:00,7660.249,7661.066,7659.831,7660.129,0.08924999965529423
2026.08.25 03:45:00,7660.186,7660.186,7658.066,7658.334,0.08567999966908246
