"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.18.140_NATIVE1";"APROBADO";"0.55";"MNQ";"M15";"28983.23";"";"319";"1.48";"1.61";"0.28";"28.98";"0.9";"0.0";"4128.7";"0.73";"7.02";"4.02";"658.71";"325.77";"23.89";"7.03";"14.17";"0.07";"0.56";"18344.08";"";"72";"1.94";"2.44";"0.52";"36.69";"0.75";"6.98";"4660.6";"0.8";"3.94";"5.44";"1180.63";"485.9";"15.06";"8.33";"11.32";"0.07"
"Strategy 1.18.140_BASE";"APROBADO";"0.57";"MNQ";"M15";"32613.14";"";"318";"1.55";"1.65";"0.32";"32.61";"0.83";"0.0";"4398.8";"0.71";"7.41";"3.94";"696.48";"318.94";"27.48";"7.99";"16.08";"0.07";"0.55";"17140.14";"";"72";"1.86";"2.32";"0.49";"34.28";"0.74";"0.0";"4660.6";"0.76";"3.68";"4.99";"1196.67";"486.74";"17.52";"9.37";"12.88";"0.15"
