ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending,open_price,close_price,is_long,is_short,slippage_money,bars_in_trade,close_type,stop_loss,take_profit,exit_index
1,1,11,1673356500000,1673362020000,4.0,217.62,-8.0,true,185.344,1018.416,50217.62,false,false,false,11041.297,11070.0,true,false,4.0,7,2,11008.75,11177.5,-1
20,1,11,1673459580000,1673505000000,4.0,522.0,-8.0,true,177.288,623.976,50739.62,false,false,false,11334.0,11400.75,true,false,4.0,45,19,11301.5,11470.25,-1
150,1,11,1673549280000,1673554140000,4.0,-258.0,-8.0,true,246.0,243.272,50481.62,false,false,false,11471.75,11441.0,true,false,4.0,6,2,11441.0,11608.0,-1
181,1,11,1674485100000,1674488820000,4.0,1077.86,-8.0,true,2.0,1089.848,51559.48,false,false,false,11674.269,11810.5,true,false,4.0,5,3,11704.0,11810.5,-1
194,1,11,1674489600000,1674500460000,4.0,521.6,-8.0,true,2.0,896.0,52081.08,false,false,false,11809.049,11875.75,true,false,4.0,13,2,11824.5,11945.25,-1
237,1,11,1674742500000,1674744600000,4.0,-220.32,-8.0,true,208.312,574.08,51860.76,false,false,false,11944.539,11918.5,true,false,4.0,3,2,11918.5,12080.75,-1
244,1,11,1674746160000,1674747540000,4.0,-288.0,-8.0,true,276.0,264.792,51572.76,false,false,false,11957.75,11923.25,true,false,4.0,2,2,11923.25,12094.0,-1
259,1,11,1675292400000,1675332000000,4.0,491.04,-8.0,true,211.2,626.24,52063.8,false,false,false,12475.119,12538.0,true,false,4.0,45,19,12444.0,12611.25,-1
389,1,11,1675351020000,1675360860000,4.0,1078.0,-8.0,true,12.168,1090.0,53141.8,false,false,false,12656.75,12793.0,true,false,4.0,12,3,12637.25,12793.0,-1
421,1,11,1675362600000,1675365000000,4.0,184.9,-8.0,true,5.92,642.48,53326.7,false,false,false,12800.389,12825.0,true,false,4.0,3,2,12784.25,12936.75,-1
433,2,11,1675795680000,1675797300000,3.0,-920.84,-6.0,true,988.914,40.386,52405.855,false,false,false,12424.5,12576.309,false,true,4.0,3,2,12465.75,12225.75,-1
470,1,11,1676376360000,1676381400000,4.0,-272.0,-8.0,true,260.0,223.112,52133.855,false,false,false,12545.5,12513.0,true,false,4.0,7,2,12513.0,12681.75,-1
487,1,11,1676485200000,1676530800000,4.0,778.0,-8.0,true,61.448,1081.752,52911.855,false,false,false,12612.5,12711.25,true,false,4.0,45,19,12567.0,12748.75,-1
662,2,11,1678712400000,1678713300000,3.0,-257.93,-6.0,true,247.926,235.68,52653.92,false,false,false,11772.179,11813.5,false,true,4.0,2,2,11813.5,11583.75,-1
667,1,11,1678803300000,1678813980000,4.0,-7.04,-8.0,true,202.0,604.72,52646.88,false,false,false,12143.129,12143.75,true,false,4.0,12,2,12098.25,12279.5,-1
707,1,11,1678985160000,1679031000000,4.0,680.0,-8.0,true,105.048,735.912,53326.88,false,false,false,12514.5,12601.0,true,false,4.0,45,19,12474.0,12650.75,-1
838,1,11,1679404500000,1679408100000,4.0,-140.0,-8.0,true,138.888,453.192,53186.88,false,false,false,12651.75,12635.75,true,false,4.0,5,2,12619.25,12788.0,-1
855,1,11,1679499900000,1679501460000,4.0,-272.0,-8.0,true,260.0,83.112,52914.88,false,false,false,12800.5,12768.0,true,false,4.0,2,2,12768.0,12936.75,-1
881,1,11,1680178200000,1680185400000,4.0,60.0,-8.0,true,132.408,445.592,52974.88,false,false,false,12916.0,12925.0,true,false,4.0,9,2,12888.0,13052.25,-1
904,1,11,1680188340000,1680193140000,4.0,-272.0,-8.0,true,260.0,155.352,52702.88,false,false,false,12970.5,12938.0,true,false,4.0,6,2,12938.0,13106.75,-1
965,1,11,1681409160000,1681423200000,4.0,-171.68,-8.0,true,159.688,225.512,52531.2,false,false,false,13095.5,13075.539,true,false,4.0,10,2,13064.25,13231.75,-1
994,1,11,1681810200000,1681824780000,4.0,31.54,-8.0,true,24.8,312.72,52562.74,false,false,false,13158.809,13164.25,true,false,4.0,17,2,13143.25,13295.0,-1
1051,1,11,1682609400000,1682625660000,4.0,1077.36,-8.0,true,86.48,1089.368,53640.1,false,false,false,13059.079,13195.25,true,false,4.0,19,3,13026.5,13195.25,-1
1107,2,11,1683038700000,1683047160000,3.0,-97.0,-6.0,true,87.0,349.746,53543.1,false,false,false,13099.75,13114.25,false,true,4.0,10,2,13130.0,12890.25,-1
1139,1,11,1683570780000,1683583200000,4.0,-149.04,-8.0,true,137.048,179.752,53394.06,false,false,false,13281.75,13264.619,true,false,4.0,8,2,13258.0,13418.0,-1
1161,1,11,1683727320000,1683728280000,4.0,-92.0,-8.0,true,80.0,250.696,53302.06,false,false,false,13340.25,13330.25,true,false,4.0,2,2,13330.25,13476.5,-1
1171,1,11,1684249200000,1684251360000,4.0,-85.1,-8.0,true,75.68,170.0,53216.96,false,false,false,13464.639,13455.5,true,false,4.0,3,2,13440.5,13601.0,-1
1178,1,11,1684252320000,1684260420000,4.0,-166.0,-8.0,true,154.0,122.072,53050.96,false,false,false,13484.0,13464.75,true,false,4.0,10,2,13461.0,13620.25,-1
1205,1,11,1684340940000,1684348440000,4.0,646.0,-8.0,true,28.968,901.992,53696.96,false,false,false,13496.25,13578.5,true,false,4.0,9,2,13463.75,13632.5,-1
1238,1,11,1684422900000,1684426020000,4.0,-89.52,-8.0,true,77.512,343.76,53607.44,false,false,false,13759.439,13749.75,true,false,4.0,4,2,13741.5,13895.75,-1
1252,1,11,1684430700000,1684431900000,4.0,-341.54,-8.0,true,332.248,71.256,53265.9,false,false,false,13776.75,13735.559,true,false,4.0,3,2,13744.25,13913.0,-1
1275,1,11,1685032200000,1685039640000,4.0,-253.82,-8.0,true,241.816,290.496,53012.08,false,false,false,13954.977,13924.75,true,false,4.0,9,2,13922.5,14091.25,-1
1295,1,11,1685106720000,1685110680000,4.0,1078.0,-8.0,true,153.048,1090.0,54090.08,false,false,false,13993.75,14130.0,true,false,4.0,6,3,13958.25,14130.0,-1
1309,1,11,1685113200000,1685113200000,4.0,62.26,-8.0,true,4.56,86.16,54152.34,false,false,false,14216.469,14225.75,true,false,4.0,0,16,0.0,-1.0E8,-1
1310,1,11,1685437380000,1685449860000,4.0,374.0,-8.0,true,25.288,715.176,54526.34,false,false,false,14440.5,14488.75,true,false,4.0,15,2,14427.5,14576.75,-1
1353,1,11,1685454000000,1685455200000,4.0,-921.6,-8.0,true,1039.064,14.552,53604.74,false,false,false,14518.5,14404.799,true,false,4.0,3,2,14486.0,14654.75,-1
1380,1,11,1685718120000,1685718120000,4.0,-44.0,-8.0,true,32.0,0.0,53560.74,false,false,false,14572.0,14568.0,true,false,4.0,0,16,0.0,-1.0E8,-1
1381,1,11,1685977200000,1685986080000,4.0,-95.42,-8.0,true,167.984,237.12,53465.32,false,false,false,14634.927,14624.5,true,false,4.0,10,2,14602.5,14771.25,-1
1431,1,11,1686319200000,1686321600000,4.0,-138.0,-8.0,true,126.0,271.352,53327.32,false,false,false,14638.75,14623.0,true,false,4.0,3,2,14623.0,14775.0,-1
1442,1,11,1686589200000,1686600000000,4.0,1077.6,-8.0,true,38.08,1089.608,54404.92,false,false,false,14658.549,14794.75,true,false,4.0,13,3,14625.75,14794.75,-1
1479,1,11,1686607200000,1686646800000,4.0,532.72,-8.0,true,51.84,656.8,54937.64,false,false,false,14803.909,14872.0,true,false,4.0,45,19,14768.25,14940.25,-1
1621,1,11,1686843900000,1686846960000,4.0,-272.46,-8.0,true,260.472,74.72,54665.18,false,false,false,15122.309,15089.75,true,false,4.0,4,2,15089.75,15258.5,-1
1631,1,11,1686856500000,1686858180000,4.0,-272.0,-8.0,true,275.848,67.192,54393.18,false,false,false,15240.5,15208.0,true,false,4.0,2,2,15208.0,15376.75,-1
1653,2,11,1687797900000,1687800780000,3.0,-257.32,-6.0,true,247.326,48.06,54135.86,false,false,false,14720.279,14761.5,false,true,4.0,4,2,14761.5,14484.75,-1
1680,1,11,1687967100000,1687969620000,4.0,-137.34,-8.0,true,191.44,267.376,53998.52,false,false,false,15019.667,15004.0,true,false,4.0,3,2,14987.25,15156.0,-1
1693,1,11,1688133600000,1688137200000,4.0,83.86,-8.0,true,51.36,466.72,54082.38,false,false,false,15158.019,15170.0,true,false,4.0,5,16,15139.5,15294.25,-1
1725,1,11,1689170400000,1689173700000,4.0,-25.92,-8.0,true,77.36,351.28,54056.46,false,false,false,15320.989,15319.25,true,false,4.0,4,2,15310.0,15457.25,-1
1742,1,11,1689260400000,1689278400000,4.0,749.22,-8.0,true,212.8,1053.44,54805.68,false,false,false,15472.849,15568.0,true,false,4.0,21,2,15440.25,15609.0,-1
1815,1,11,1689618240000,1689623940000,4.0,10.0,-8.0,true,165.128,392.312,54815.68,false,false,false,15699.25,15702.0,true,false,4.0,7,2,15666.75,15835.5,-1
1833,1,11,1689700500000,1689710100000,4.0,384.26,-8.0,true,134.56,738.48,55199.94,false,false,false,15805.469,15855.0,true,false,4.0,11,2,15773.0,15941.75,-1
1868,1,11,1689782580000,1689784200000,4.0,-517.44,-8.0,true,629.608,161.672,54682.5,false,false,false,15913.0,15849.819,true,false,4.0,3,2,15880.5,16049.25,-1
1871,2,11,1689863400000,1689909300000,3.0,869.0,-6.0,true,202.31401,1204.926,55551.5,false,false,false,15628.75,15482.25,false,true,4.0,45,19,15678.0,15378.75,-1
2018,1,11,1690304400000,1690311480000,4.0,9.36,-8.0,true,108.88,319.04,55560.86,false,false,false,15585.829,15588.5,true,false,4.0,8,2,15552.0,15722.0,-1
2042,1,11,1690451280000,1690466160000,4.0,438.0,-8.0,true,95.288,818.072,55998.86,false,false,false,15693.25,15749.5,true,false,4.0,17,2,15660.75,15829.5,-1
2117,1,11,1692644580000,1692655980000,4.0,-272.0,-8.0,true,260.0,151.592,55726.86,false,false,false,14941.5,14909.0,true,false,4.0,6,2,14897.5,15077.75,-1
2139,1,11,1692803700000,1692814800000,4.0,32.5,-8.0,true,165.744,420.176,55759.36,false,false,false,15136.687,15142.25,true,false,4.0,13,2,15096.25,15273.0,-1
2180,1,11,1692832500000,1692869460000,4.0,210.8,-8.0,true,88.64,701.6,55970.16,false,false,false,15276.399,15304.25,true,false,4.0,42,2,15239.75,15412.75,-1
2318,1,11,1693322100000,1693368000000,4.0,930.32,-8.0,true,70.88,1038.72,56900.48,false,false,false,15296.459,15414.25,true,false,4.0,45,19,15260.25,15432.75,-1
2470,1,11,1694460000000,1694472480000,4.0,-200.0,-8.0,true,188.0,152.792,56700.48,false,false,false,15464.0,15440.5,true,false,4.0,8,2,15440.5,15600.25,-1
2501,1,11,1694708100000,1694715060000,4.0,-158.0,-8.0,true,239.048,202.456,56542.48,false,false,false,15485.0,15466.75,true,false,4.0,8,2,15452.5,15621.25,-1
