"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 3.3.135_BASE";"APROBADO";"0.47";"MNQ";"M240";"9844.98";"";"154";"1.27";"0.66";"0.16";"9.84";"0.6";"14.52";"7793.28";"0.71";"1.26";"0.69";"721.38";"403.59";"2.27";"2.17";"2.21";"0.0";"0.3";"8520.23";"";"26";"2.85";"4.13";"0.85";"17.04";"0.71";"0.0";"1759.22";"1.17";"4.84";"4.9";"937.25";"383.44";"1.86";"1.67";"1.77";"0.0"
"Strategy 3.3.135_EXIT90";"APROBADO";"0.46";"MNQ";"M240";"9751.83";"";"156";"1.27";"0.66";"0.15";"9.75";"0.67";"14.68";"5965.96";"0.75";"1.63";"0.89";"690.07";"409.92";"2.25";"2.15";"2.19";"0.0";"0.29";"8070.23";"";"26";"2.75";"3.97";"0.81";"16.14";"0.7";"0.0";"1759.22";"1.17";"4.59";"4.62";"905.1";"383.44";"1.86";"1.67";"1.77";"0.0"
"Strategy 3.3.135_EXIT110";"APROBADO";"0.47";"MNQ";"M240";"9945.49";"";"153";"1.27";"0.66";"0.16";"9.95";"0.63";"14.35";"7493.28";"0.66";"1.33";"0.74";"764.65";"398.89";"2.3";"2.16";"2.22";"0.0";"0.3";"8970.23";"";"26";"2.95";"4.29";"0.9";"17.94";"0.71";"0.0";"1759.22";"1.17";"5.1";"5.16";"969.39";"383.44";"1.93";"1.67";"1.81";"0.0"
