"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.18.140_EXIT110";"APROBADO";"0.69";"MNQ";"M15";"39592.34";"";"313";"2.01";"2.29";"0.63";"39.59";"0.89";"0.0";"2373.12";"0.59";"16.68";"8.79";"680.8";"199.9";"27.2";"4.66";"13.01";"0.07";"0.69";"20458.2";"";"71";"3.18";"3.34";"1.35";"40.92";"0.79";"0.0";"1517.78";"0.61";"13.48";"15.92";"1104.81";"212.99";"14.7";"5.32";"8.89";"0.15"
"Strategy 1.18.140_BASE";"APROBADO";"0.67";"MNQ";"M15";"36702.0";"";"320";"1.89";"2.2";"0.56";"36.7";"0.9";"0.0";"2671.04";"0.58";"13.74";"8.19";"666.0";"203.05";"26.08";"5.01";"12.71";"0.07";"0.69";"20066.85";"";"74";"3.14";"3.25";"1.33";"40.13";"0.79";"0.0";"1320.16";"0.61";"15.2";"15.61";"1050.87";"203.42";"13.82";"6.0";"8.96";"0.15"
"Strategy 1.18.140_EXIT90";"APROBADO";"0.66";"MNQ";"M15";"35583.89";"";"326";"1.84";"2.12";"0.53";"35.58";"0.92";"0.0";"2690.99";"0.57";"13.22";"9.04";"656.53";"205.52";"23.96";"5.13";"12.0";"0.0";"0.68";"19291.83";"";"76";"2.99";"2.96";"1.2";"38.58";"0.75";"0.0";"1206.98";"0.65";"15.98";"16.35";"966.79";"211.13";"12.4";"6.8";"9.01";"0.15"
