"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.18.140_NATIVE1";"APROBADO";"0.66";"MNQ";"M15";"35459.93";"";"321";"1.86";"2.2";"0.54";"35.46";"0.92";"0.0";"3133.54";"0.59";"11.32";"7.7";"642.58";"203.01";"23.08";"4.5";"11.39";"0.07";"0.69";"19248.28";"";"74";"3.13";"3.14";"1.32";"38.5";"0.76";"0.0";"1087.0";"0.61";"17.71";"17.91";"1010.78";"196.81";"12.07";"6.22";"8.43";"0.07"
"Strategy 1.18.140_BASE";"APROBADO";"0.67";"MNQ";"M15";"36702.0";"";"320";"1.89";"2.2";"0.56";"36.7";"0.9";"0.0";"2671.04";"0.58";"13.74";"8.19";"666.0";"203.05";"26.08";"5.01";"12.71";"0.07";"0.69";"20066.85";"";"74";"3.14";"3.25";"1.33";"40.13";"0.79";"0.0";"1320.16";"0.61";"15.2";"15.61";"1050.87";"203.42";"13.82";"6.0";"8.96";"0.15"
