ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending,open_price,close_price,is_long,is_short,slippage_money,bars_in_trade,close_type,stop_loss,take_profit,exit_index
1,1,11,1673356500000,1673362020000,4.0,217.62,-8.0,true,185.344,1018.416,50217.62,false,false,false,11041.297,11070.0,true,false,4.0,7,2,11008.797,11177.5,-1
30,1,11,1673459580000,1673505000000,4.0,522.0,-8.0,true,177.288,623.976,50739.62,false,false,false,11334.0,11400.75,true,false,4.0,45,19,11301.5,11470.25,-1
172,1,11,1673549280000,1673554140000,4.0,-258.0,-8.0,true,246.0,243.272,50481.62,false,false,false,11471.75,11441.0,true,false,4.0,6,2,11439.25,11608.0,-1
243,1,11,1674485100000,1674488820000,4.0,1077.86,-8.0,true,2.0,1089.848,51559.48,false,false,false,11674.269,11810.5,true,false,4.0,5,3,11641.769,11810.5,-1
260,1,11,1674489600000,1674500460000,4.0,521.6,-8.0,true,2.0,896.0,52081.08,false,false,false,11809.049,11875.75,true,false,4.0,13,2,11776.549,11945.25,-1
319,1,11,1674742500000,1674744600000,4.0,-220.32,-8.0,true,208.312,574.08,51860.76,false,false,false,11944.539,11918.5,true,false,4.0,3,2,11912.039,12080.75,-1
330,1,11,1674746160000,1674747480000,4.0,-272.0,-8.0,true,260.0,264.792,51588.76,false,false,false,11957.75,11925.25,true,false,4.0,2,2,11925.25,12094.0,-1
376,1,11,1675292400000,1675332000000,4.0,491.04,-8.0,true,211.2,626.24,52079.8,false,false,false,12475.119,12538.0,true,false,4.0,45,19,12442.619,12611.25,-1
510,1,11,1675351020000,1675360860000,4.0,1078.0,-8.0,true,12.168,1090.0,53157.8,false,false,false,12656.75,12793.0,true,false,4.0,12,3,12624.25,12793.0,-1
548,1,11,1675362600000,1675365000000,4.0,184.9,-8.0,true,5.92,642.48,53342.7,false,false,false,12800.389,12825.0,true,false,4.0,3,2,12767.889,12936.75,-1
574,2,11,1675795680000,1675795680000,3.0,-10.0,-6.0,true,0.0,0.0,53332.7,false,false,false,12424.5,12424.5,false,true,4.0,0,3,12465.75,12424.5,-1
685,1,11,1676376360000,1676381400000,4.0,-272.0,-8.0,true,260.0,223.112,53060.7,false,false,false,12545.5,12513.0,true,false,4.0,7,2,12513.0,12681.75,-1
720,1,11,1676485200000,1676530800000,4.0,778.0,-8.0,true,61.448,1081.752,53838.7,false,false,false,12612.5,12711.25,true,false,4.0,45,19,12580.0,12748.75,-1
