"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 3.3.135_BASE";"APROBADO";"0.6";"MNQ";"M240";"24261.77";"";"184";"1.62";"1.49";"0.37";"24.26";"0.73";"4.6";"4315.37";"0.69";"5.62";"3.43";"843.18";"357.58";"2.72";"2.45";"2.56";"0.22";"0.44";"11555.19";"";"38";"2.5";"4.84";"0.79";"23.11";"0.74";"0.0";"1540.87";"0.9";"7.5";"8.59";"1069.46";"384.75";"1.83";"1.8";"1.82";"0.0"
"Strategy 3.3.135_EXIT90";"APROBADO";"0.59";"MNQ";"M240";"23829.46";"";"188";"1.61";"1.47";"0.35";"23.83";"0.76";"4.68";"4315.37";"0.74";"5.52";"3.33";"782.42";"358.93";"2.58";"2.44";"2.49";"0.22";"0.44";"11895.19";"";"38";"2.6";"5.19";"0.8";"23.79";"0.77";"0.0";"1540.87";"1.0";"7.72";"8.78";"1017.21";"391.15";"1.84";"1.79";"1.82";"0.0"
"Strategy 3.3.135_EXIT110";"APROBADO";"0.63";"MNQ";"M240";"28945.62";"";"180";"1.75";"1.66";"0.44";"28.95";"0.76";"3.82";"4315.37";"0.71";"6.71";"4.19";"903.17";"369.45";"2.87";"2.5";"2.66";"0.6";"0.43";"9945.18";"";"38";"2.21";"4.08";"0.7";"19.89";"0.7";"0.0";"1792.08";"0.73";"5.55";"6.86";"1135.49";"373.76";"1.81";"1.86";"1.84";"0.0"
