"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.17.118_BASE";"APROBADO";"0.49";"MNQ";"M5";"32536.14";"";"688";"1.31";"1.62";"0.19";"32.54";"0.84";"0.0";"7097.38";"0.67";"4.58";"3.05";"493.32";"253.32";"55.57";"26.4";"38.14";"0.22";"0.52";"15789.66";"";"183";"1.35";"2.06";"0.22";"31.58";"0.78";"2.45";"4340.5";"0.58";"3.64";"4.84";"906.56";"387.5";"30.55";"20.97";"24.48";"0.07"
"Strategy 1.17.118_NATIVE1";"APROBADO";"0.49";"MNQ";"M5";"32586.64";"";"689";"1.31";"1.63";"0.19";"32.59";"0.85";"0.0";"7097.38";"0.67";"4.59";"3.07";"493.53";"252.72";"55.39";"25.3";"37.4";"0.15";"0.51";"15526.66";"";"183";"1.35";"2.03";"0.22";"31.05";"0.78";"0.74";"4340.5";"0.56";"3.58";"4.75";"916.86";"384.5";"29.98";"21.25";"24.4";"0.07"
