"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 3.3.135 - Improved 1.1.16";"";"0.6";"MNQ";"M240";"25269.73";"";"194";"1.74";"1.72";"0.39";"25.27";"0.77";"0.0";"3227.13";"0.92";"7.83";"4.4";"638.96";"338.15";"1.54";"1.19";"1.36";"0.07";"0.44";"10369.88";"";"38";"2.73";"5.72";"0.82";"20.74";"0.85";"0.0";"1422.12";"1.11";"7.29";"8.5";"817.84";"332.61";"0.85";"0.89";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.1.17";"";"0.61";"MNQ";"M240";"25275.35";"";"189";"1.71";"1.67";"0.4";"25.28";"0.88";"0.0";"3097.85";"0.78";"8.16";"4.21";"735.4";"337.39";"1.66";"1.29";"1.46";"0.07";"0.41";"8707.38";"";"38";"2.18";"4.62";"0.62";"17.41";"0.83";"0.0";"1530.87";"0.9";"5.69";"6.17";"893.09";"368.41";"0.83";"0.9";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.2.19";"";"0.6";"MNQ";"M240";"25013.71";"";"196";"1.75";"1.72";"0.38";"25.01";"0.76";"0.0";"3227.13";"0.96";"7.75";"4.77";"608.29";"333.82";"1.5";"1.17";"1.33";"0.0";"0.44";"10369.88";"";"38";"2.73";"5.72";"0.82";"20.74";"0.85";"0.0";"1422.12";"1.11";"7.29";"8.5";"817.84";"332.61";"0.85";"0.89";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.2.20";"";"0.59";"MNQ";"M240";"22358.24";"";"183";"1.57";"1.51";"0.35";"22.36";"0.78";"0.0";"3503.84";"0.65";"6.38";"3.36";"854.13";"352.61";"1.78";"1.44";"1.57";"0.22";"0.41";"8707.38";"";"38";"2.18";"4.62";"0.62";"17.41";"0.83";"0.0";"1530.87";"0.9";"5.69";"6.17";"893.09";"368.41";"0.83";"0.9";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.2.23";"";"0.57";"MNQ";"M240";"21101.33";"";"201";"1.6";"1.5";"0.31";"21.1";"0.68";"0.0";"3227.84";"0.97";"6.54";"3.44";"566.5";"342.97";"1.38";"1.14";"1.26";"0.0";"0.45";"10769.89";"";"38";"2.89";"5.99";"0.9";"21.54";"0.85";"0.0";"1372.12";"1.11";"7.85";"9.21";"822.84";"315.94";"0.85";"0.89";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.2.22";"";"0.59";"MNQ";"M240";"22493.24";"";"183";"1.57";"1.52";"0.35";"22.49";"0.78";"0.0";"3503.84";"0.66";"6.42";"3.38";"844.04";"355.65";"1.79";"1.45";"1.58";"0.22";"0.41";"8707.38";"";"38";"2.18";"4.62";"0.62";"17.41";"0.83";"0.0";"1530.87";"0.9";"5.69";"6.17";"893.09";"368.41";"0.83";"0.9";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.2.24";"";"0.58";"MNQ";"M240";"22080.74";"";"183";"1.56";"1.49";"0.34";"22.08";"0.79";"0.0";"3503.84";"0.65";"6.3";"3.32";"854.13";"355.11";"1.78";"1.49";"1.6";"0.3";"0.41";"8707.38";"";"38";"2.18";"4.62";"0.62";"17.41";"0.83";"0.0";"1530.87";"0.9";"5.69";"6.17";"893.09";"368.41";"0.83";"0.9";"0.87";"0.0"
