"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 3.3.135_BASE";"APROBADO";"0.47";"MNQ";"M240";"9844.98";"";"154";"1.27";"0.66";"0.16";"9.84";"0.6";"14.52";"7793.28";"0.71";"1.26";"0.69";"721.38";"403.59";"2.27";"2.17";"2.21";"0.0";"0.3";"8520.23";"";"26";"2.85";"4.13";"0.85";"17.04";"0.71";"0.0";"1759.22";"1.17";"4.84";"4.9";"937.25";"383.44";"1.86";"1.67";"1.77";"0.0"
"Strategy 3.3.135_NATIVE2";"APROBADO";"0.5";"MNQ";"M240";"13050.26";"";"160";"1.41";"0.9";"0.2";"13.05";"0.74";"10.57";"4666.88";"1.0";"2.8";"1.54";"561.86";"398.73";"2.23";"2.04";"2.13";"0.0";"0.31";"8902.73";"";"26";"3.11";"4.34";"0.97";"17.81";"0.71";"0.0";"1759.22";"1.17";"5.06";"5.13";"937.25";"351.56";"1.86";"1.67";"1.77";"0.0"
"Strategy 3.3.135_NATIVE1";"APROBADO";"0.52";"MNQ";"M240";"13239.62";"";"157";"1.41";"0.9";"0.22";"13.24";"0.72";"7.53";"4964.78";"0.85";"2.67";"1.47";"630.22";"378.08";"2.19";"2.12";"2.15";"0.0";"0.31";"8902.73";"";"26";"3.11";"4.34";"0.97";"17.81";"0.71";"0.0";"1759.22";"1.17";"5.06";"5.13";"937.25";"351.56";"1.86";"1.67";"1.77";"0.0"
