ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending,open_price,close_price,is_long,is_short,slippage_money,bars_in_trade,close_type,stop_loss,take_profit,exit_index
4,1,11,1682660280000,1682668800000,5.0,-355.7,-10.0,true,515.41003,26.49,49644.3,false,false,false,13153.75,13119.579,true,false,4.0,2,2,13128.75,13232.5,-1
11,1,11,1682928000000,1682942400000,5.0,-348.0,-10.0,true,409.28003,0.0,49296.3,false,false,false,13259.987,13226.587,true,false,4.0,2,2,13234.987,13338.75,-1
33,1,11,1683734400000,1683748800000,5.0,429.7,-10.0,true,1035.12,791.2,49726.0,false,false,false,13305.879,13350.25,true,false,4.0,2,17,13280.879,13384.75,-1
38,1,11,1683777600000,1683804000000,5.0,-264.7,-10.0,true,250.69,297.80002,49461.3,false,false,false,13371.319,13346.25,true,false,4.0,2,2,13346.319,13450.0,-1
48,1,11,1683864000000,1683894120000,5.0,-262.97,-10.0,true,248.97,113.62,49198.324,false,false,false,13421.397,13396.5,true,false,4.0,3,2,13396.397,13500.25,-1
63,1,11,1684244520000,1684267200000,5.0,-26.5,-10.0,true,318.71,707.59,49171.824,false,false,false,13428.5,13427.25,true,false,4.0,3,17,13403.5,13507.25,-1
76,1,11,1684387020000,1684418760000,5.0,773.5,-10.0,true,176.70999,787.5,49945.324,false,false,false,13587.75,13666.5,true,false,4.0,3,3,13562.75,13666.5,-1
85,1,11,1684425600000,1684440000000,5.0,642.92,-10.0,true,688.5,758.38,50588.25,false,false,false,13771.559,13837.25,true,false,4.0,2,17,13746.559,13850.25,-1
90,1,11,1684468800000,1684483380000,5.0,-264.0,-10.0,true,414.31,8.389999,50324.25,false,false,false,13875.0,13850.0,true,false,4.0,2,2,13850.0,13953.75,-1
109,1,11,1685016180000,1685037600000,5.0,773.5,-10.0,true,829.31,787.5,51097.75,false,false,false,13888.75,13967.5,true,false,4.0,2,3,13863.75,13967.5,-1
116,1,11,1685102400000,1685116800000,5.0,2560.8,-10.0,true,518.10004,2723.1,53658.55,false,false,false,13990.259,14247.739,true,false,4.0,2,3,13965.259,14069.0,-1
123,1,11,1685340900000,1685352300000,5.0,-264.0,-10.0,true,250.0,153.87,53394.55,false,false,false,14377.0,14352.0,true,false,4.0,2,2,14352.0,14455.75,-1
130,1,11,1685430540000,1685437920000,5.0,773.5,-10.0,true,206.01,787.5,54168.05,false,false,false,14377.0,14455.75,true,false,4.0,2,3,14352.0,14455.75,-1
137,1,11,1685448000000,1685462400000,5.0,-733.3,-10.0,true,1301.88,385.7,53434.75,false,false,false,14491.327,14419.397,true,false,4.0,2,2,14466.327,14570.0,-1
153,1,11,1685696160000,1685709000000,5.0,-264.0,-10.0,true,250.0,380.99,53170.75,false,false,false,14491.0,14466.0,true,false,4.0,2,2,14466.0,14569.75,-1
160,1,11,1685971860000,1685980800000,5.0,817.5,-10.0,true,68.41,1011.99,53988.25,false,false,false,14556.5,14639.649,true,false,4.0,2,3,14531.5,14635.25,-1
176,1,11,1686561060000,1686571260000,5.0,-264.0,-10.0,true,521.11,0.0,53724.25,false,false,false,14639.0,14614.0,true,false,4.0,2,2,14614.0,14717.75,-1
183,1,11,1686585600000,1686600000000,5.0,1351.93,-10.0,true,195.58,1382.92,55076.176,false,false,false,14655.657,14792.25,true,false,4.0,2,17,14630.657,14734.5,-1
188,1,11,1686628800000,1686653340000,5.0,-263.78,-10.0,true,249.79001,357.8,54812.4,false,false,false,14850.229,14825.25,true,false,4.0,2,2,14825.229,14929.0,-1
195,1,11,1686659400000,1686680820000,5.0,-264.0,-10.0,true,984.81006,888.49,54548.4,false,false,false,14864.75,14839.75,true,false,4.0,2,2,14839.75,14943.5,-1
202,1,11,1686726660000,1686749400000,5.0,-264.0,-10.0,true,250.0,456.37,54284.4,false,false,false,14906.75,14881.75,true,false,4.0,3,2,14881.75,14985.5,-1
235,1,11,1688371500000,1688385600000,5.0,-421.6,-10.0,true,424.71002,130.69,53862.8,false,false,false,15216.0,15175.239,true,false,4.0,2,2,15191.0,15294.75,-1
248,1,11,1688751000000,1688760000000,5.0,-1779.0,-10.0,true,1874.2101,0.89,52083.8,false,false,false,15216.0,15039.5,true,false,4.0,2,17,15191.0,15294.75,-1
253,1,11,1689165000000,1689182460000,5.0,773.5,-10.0,true,146.21,1488.99,52857.3,false,false,false,15216.0,15294.75,true,false,4.0,2,3,15191.0,15294.75,-1
260,1,11,1689220800000,1689251400000,5.0,774.23,-10.0,true,126.4,788.20996,53631.523,false,false,false,15359.429,15438.25,true,false,4.0,3,3,15334.429,15438.25,-1
269,1,11,1689264000000,1689278400000,5.0,736.4,-10.0,true,61.7,1100.7,54367.926,false,false,false,15494.459,15569.5,true,false,4.0,2,17,15469.459,15573.25,-1
274,1,11,1689307200000,1689328260000,5.0,-265.1,-10.0,true,258.2,140.1,54102.824,false,false,false,15586.609,15561.5,true,false,4.0,2,2,15561.609,15665.25,-1
