"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 4.41.106_BASE";"APROBADO";"0.74";"MYM";"M60";"7640.69";"";"114";"2.93";"1.47";"1.47";"7.64";"0.66";"0.0";"1120.9";"0.31";"6.82";"3.61";"429.5";"45.47";"26.07";"1.01";"6.95";"1.27";"0.53";"3601.16";"";"31";"4.08";"1.8";"2.58";"7.2";"0.64";"0.0";"350.75";"0.19";"10.27";"10.75";"954.28";"45.01";"22.8";"1.85";"5.23";"0.3"
"Strategy 4.41.106_EXIT90";"APROBADO";"0.57";"MYM";"M60";"11874.98";"";"103";"2.01";"1.6";"0.47";"11.88";"0.65";"31.98";"1336.01";"1.13";"8.89";"4.82";"438.33";"245.73";"18.7";"7.44";"13.31";"1.95";"0.14";"431.7";"";"27";"1.06";"0.13";"0.04";"0.86";"0.46";"0.0";"3261.13";"0.59";"0.13";"0.13";"741.16";"410.58";"15.1";"9.88";"11.81";"0.37"
"Strategy 4.41.106_EXIT110";"APROBADO";"0.56";"MYM";"M60";"10897.77";"";"101";"1.88";"1.45";"0.43";"10.9";"0.72";"23.24";"1648.01";"1.04";"6.61";"3.64";"456.79";"253.03";"19.75";"7.43";"13.61";"2.02";"0.12";"71.7";"";"27";"1.01";"0.02";"0.01";"0.14";"0.42";"0.0";"3861.13";"0.5";"0.02";"0.02";"818.19";"405.11";"17.44";"9.72";"12.3";"0.37"
