ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending,open_price,close_price,is_long,is_short,slippage_money,bars_in_trade
16,2,11,1676026800000,1676041200000,3.0,-8.5,-6.0,true,139.893,181.377,49991.5,false,false,false,33634.996,33634.0,false,true,4.0,5
44,2,11,1677171600000,1677179640000,3.0,-234.64,-6.0,true,224.6445,50.175003,49756.86,false,false,false,32827.24,32977.0,false,true,4.0,3
77,2,11,1678388400000,1678393140000,3.0,395.33,-6.0,true,33.855,405.3285,50152.19,false,false,false,32536.219,32266.0,false,true,4.0,2
84,2,11,1678699800000,1678705080000,3.0,-235.0,-6.0,true,225.0,167.9265,49917.19,false,false,false,31817.0,31967.0,false,true,4.0,2
109,1,11,1680116400000,1680194100000,4.0,68.54,-8.0,true,76.98,517.14,49985.73,false,false,false,32672.729,32713.0,true,false,4.0,21
183,2,11,1682442780000,1682518980000,3.0,395.0,-6.0,true,2.9984999,405.0,50380.73,false,false,false,33660.0,33390.0,false,true,4.0,21
228,2,11,1682521200000,1682610600000,3.0,-234.62,-6.0,true,224.62651,290.98502,50146.105,false,false,false,33424.25,33574.0,false,true,4.0,24
279,1,11,1682694000000,1682694000000,4.0,-96.52,-8.0,true,100.02,2.48,50049.586,false,false,false,33920.258,33878.0,true,false,4.0,0
305,1,11,1684450800000,1684508400000,4.0,94.4,-8.0,true,113.48,140.996,50143.984,false,false,false,33588.8,33642.0,true,false,4.0,17
358,2,11,1684866300000,1684967340000,3.0,395.0,-6.0,true,183.4005,405.0,50538.984,false,false,false,33009.0,32739.0,false,true,4.0,27
424,2,11,1685034060000,1685037600000,3.0,-243.57,-6.0,true,233.5635,28.141499,50295.42,false,false,false,32627.0,32782.71,false,true,4.0,2
446,1,11,1685714400000,1685718000000,4.0,292.46,-8.0,true,67.1,315.016,50587.88,false,false,false,33421.77,33574.0,true,false,4.0,2
481,1,11,1687361700000,1687376340000,4.0,-262.0,-8.0,true,250.0,54.994,50325.88,false,false,false,34072.0,33947.0,true,false,4.0,5
500,2,11,1687489200000,1687532400000,3.0,105.95,-6.0,true,56.702995,316.542,50431.83,false,false,false,33833.297,33756.0,false,true,4.0,13
529,2,11,1687770000000,1687807620000,3.0,-234.99,-6.0,true,224.9895,74.667,50196.844,false,false,false,33656.008,33806.0,false,true,4.0,11
554,1,11,1688122800000,1688137200000,4.0,199.9,-8.0,true,57.096,345.364,50396.746,false,false,false,34225.047,34331.0,true,false,4.0,5
576,1,11,1689091200000,1689176400000,4.0,527.6,-8.0,true,96.0,848.08,50924.344,false,false,false,34163.2,34433.0,true,false,4.0,23
649,2,11,1691049600000,1691077920000,3.0,-234.55,-6.0,true,224.55151,37.605,50689.797,false,false,false,35136.3,35286.0,false,true,4.0,8
695,2,11,1692184200000,1692193080000,3.0,-235.0,-6.0,true,225.0,75.6915,50454.797,false,false,false,34932.0,35082.0,false,true,4.0,3
707,2,11,1692205560000,1692296100000,3.0,395.0,-6.0,true,141.4035,405.0,50849.797,false,false,false,34896.0,34626.0,false,true,4.0,25
760,2,11,1692298800000,1692362220000,3.0,394.55,-6.0,true,33.765,404.54852,51244.344,false,false,false,34535.7,34266.0,false,true,4.0,17
806,1,11,1693324800000,1693405500000,4.0,232.58,-8.0,true,21.86,546.0,51476.926,false,false,false,34752.71,34875.0,true,false,4.0,22
894,1,11,1694703600000,1694782380000,4.0,144.56,-8.0,true,52.04,402.76,51621.484,false,false,false,34815.72,34894.0,true,false,4.0,21
968,2,11,1695132000000,1695218460000,3.0,-235.3,-6.0,true,225.30151,347.25,51386.184,false,false,false,34539.8,34690.0,false,true,4.0,24
1019,2,11,1695326400000,1695394800000,3.0,-71.12,-6.0,true,114.825005,105.045,51315.06,false,false,false,34073.25,34114.0,false,true,4.0,19
1066,2,11,1695744000000,1695831300000,3.0,395.42,-6.0,true,107.700005,405.4185,51710.48,false,false,false,33692.277,33422.0,false,true,4.0,24
1138,2,11,1696338000000,1696355340000,3.0,394.85,-6.0,true,219.0,404.84848,52105.33,false,false,false,33249.9,32980.0,false,true,4.0,5
1157,1,11,1696899600000,1697037420000,4.0,153.46,-8.0,true,97.116,536.464,52258.79,false,false,false,33629.266,33712.0,true,false,4.0,38
1272,2,11,1697733420000,1697734800000,3.0,-406.33,-6.0,true,434.24847,7.1115003,51852.46,false,false,false,33502.0,33766.22,false,true,4.0,2
1279,2,11,1697742000000,1697814000000,3.0,306.13,-6.0,true,39.375,390.75,52158.586,false,false,false,33469.75,33259.0,false,true,4.0,20
1322,2,11,1698051840000,1698080220000,3.0,-235.0,-6.0,true,225.0,221.6565,51923.586,false,false,false,33035.0,33185.0,false,true,4.0,8
1353,2,11,1698408000000,1698418800000,3.0,-4.62,-6.0,true,191.265,155.08499,51918.97,false,false,false,32700.59,32697.0,false,true,4.0,4
1364,1,11,1698850800000,1698855300000,4.0,-262.42,-8.0,true,250.418,64.16,51656.55,false,false,false,33236.21,33111.0,true,false,4.0,2
