ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending,open_price,close_price,is_long,is_short,slippage_money,bars_in_trade
16,2,11,1676026800000,1676041200000,3.0,-8.5,-6.0,true,139.893,181.377,49991.5,false,false,false,33634.996,33634.0,false,true,4.0,5
44,2,11,1677171600000,1677179640000,3.0,-234.64,-6.0,true,224.6445,50.175003,49756.86,false,false,false,32827.24,32977.0,false,true,4.0,3
77,2,11,1678388400000,1678393260000,3.0,485.33,-6.0,true,33.855,495.3285,50242.19,false,false,false,32536.219,32206.0,false,true,4.0,2
84,2,11,1678699800000,1678705080000,3.0,-235.0,-6.0,true,225.0,167.9265,50007.19,false,false,false,31817.0,31967.0,false,true,4.0,2
109,1,11,1680116400000,1680194100000,4.0,68.54,-8.0,true,76.98,517.14,50075.73,false,false,false,32672.729,32713.0,true,false,4.0,21
183,2,11,1682442780000,1682532960000,3.0,485.0,-6.0,true,2.9984999,495.0,50560.73,false,false,false,33660.0,33330.0,false,true,4.0,25
239,1,11,1682694000000,1682694000000,4.0,-96.52,-8.0,true,100.02,2.48,50464.21,false,false,false,33920.258,33878.0,true,false,4.0,0
265,1,11,1684450800000,1684508400000,4.0,94.4,-8.0,true,113.48,140.996,50558.61,false,false,false,33588.8,33642.0,true,false,4.0,17
318,2,11,1684866300000,1684967820000,3.0,485.0,-6.0,true,183.4005,495.0,51043.61,false,false,false,33009.0,32679.0,false,true,4.0,27
384,2,11,1685034060000,1685037600000,3.0,-243.57,-6.0,true,233.5635,28.141499,50800.047,false,false,false,32627.0,32782.71,false,true,4.0,2
406,1,11,1685714400000,1685718000000,4.0,292.46,-8.0,true,67.1,315.016,51092.504,false,false,false,33421.77,33574.0,true,false,4.0,2
441,1,11,1687361700000,1687376340000,4.0,-262.0,-8.0,true,250.0,54.994,50830.504,false,false,false,34072.0,33947.0,true,false,4.0,5
460,2,11,1687489200000,1687532400000,3.0,105.95,-6.0,true,56.702995,316.542,50936.453,false,false,false,33833.297,33756.0,false,true,4.0,13
489,2,11,1687770000000,1687807620000,3.0,-234.99,-6.0,true,224.9895,74.667,50701.47,false,false,false,33656.008,33806.0,false,true,4.0,11
514,1,11,1688122800000,1688137200000,4.0,199.9,-8.0,true,57.096,345.364,50901.37,false,false,false,34225.047,34331.0,true,false,4.0,5
536,1,11,1689091200000,1689176400000,4.0,527.6,-8.0,true,96.0,848.08,51428.97,false,false,false,34163.2,34433.0,true,false,4.0,23
609,2,11,1691049600000,1691077920000,3.0,-234.55,-6.0,true,224.55151,37.605,51194.42,false,false,false,35136.3,35286.0,false,true,4.0,8
655,2,11,1692184200000,1692193080000,3.0,-235.0,-6.0,true,225.0,75.6915,50959.42,false,false,false,34932.0,35082.0,false,true,4.0,3
667,2,11,1692205560000,1692297900000,3.0,485.0,-6.0,true,141.4035,495.0,51444.42,false,false,false,34896.0,34566.0,false,true,4.0,25
720,2,11,1692298800000,1692370800000,3.0,72.05,-6.0,true,33.765,416.865,51516.47,false,false,false,34535.7,34481.0,false,true,4.0,20
772,1,11,1693324800000,1693405500000,4.0,232.58,-8.0,true,21.86,546.0,51749.05,false,false,false,34752.71,34875.0,true,false,4.0,22
860,1,11,1694703600000,1694782380000,4.0,144.56,-8.0,true,52.04,402.76,51893.61,false,false,false,34815.72,34894.0,true,false,4.0,21
934,2,11,1695132000000,1695218460000,3.0,-235.3,-6.0,true,225.30151,347.25,51658.31,false,false,false,34539.8,34690.0,false,true,4.0,24
985,2,11,1695326400000,1695394800000,3.0,-71.12,-6.0,true,114.825005,105.045,51587.184,false,false,false,34073.25,34114.0,false,true,4.0,19
1032,2,11,1695744000000,1695835500000,3.0,485.42,-6.0,true,107.700005,495.4185,52072.605,false,false,false,33692.277,33362.0,false,true,4.0,25
1106,2,11,1696338000000,1696356420000,3.0,484.85,-6.0,true,219.0,494.84848,52557.453,false,false,false,33249.9,32920.0,false,true,4.0,6
1127,1,11,1696899600000,1697037420000,4.0,153.46,-8.0,true,97.116,536.464,52710.914,false,false,false,33629.266,33712.0,true,false,4.0,38
1242,2,11,1697733420000,1697734800000,4.0,-540.44,-8.0,true,578.998,9.482,52170.477,false,false,false,33502.0,33766.22,false,true,4.0,2
1249,2,11,1697742000000,1697814000000,3.0,306.13,-6.0,true,39.375,390.75,52476.6,false,false,false,33469.75,33259.0,false,true,4.0,20
1292,2,11,1698051840000,1698080220000,3.0,-235.0,-6.0,true,225.0,221.6565,52241.6,false,false,false,33035.0,33185.0,false,true,4.0,8
1323,2,11,1698408000000,1698418800000,3.0,-4.62,-6.0,true,191.265,155.08499,52236.984,false,false,false,32700.59,32697.0,false,true,4.0,4
1334,1,11,1698850800000,1698855300000,4.0,-262.42,-8.0,true,250.418,64.16,51974.566,false,false,false,33236.21,33111.0,true,false,4.0,2
1359,1,11,1703620800000,1703862000000,4.0,285.0,-8.0,true,173.92,417.16,52259.566,false,false,false,37574.5,37723.0,true,false,4.0,65
