ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending
2252,1,11,1738796400000,1738854000000,4.0,-240.46,-8.0,true,228.454,293.144,55054.24,false,false,false
2320,2,11,1740150000000,1740150000000,4.0,-12.0,-8.0,true,0.0,0.0,55042.24,false,false,false
2323,2,11,1740409200000,1740409200000,4.0,-12.0,-8.0,true,0.0,0.0,55030.24,false,false,false
2332,2,11,1740470400000,1740470400000,4.0,-12.0,-8.0,true,0.0,0.0,55018.24,false,false,false
2341,2,11,1741093200000,1741093200000,4.0,-12.0,-8.0,true,0.0,0.0,55006.24,false,false,false
2353,2,11,1741284000000,1741284000000,4.0,-12.0,-8.0,true,0.0,0.0,54994.24,false,false,false
2356,2,11,1741359600000,1741359600000,4.0,-12.0,-8.0,true,0.0,0.0,54982.24,false,false,false
2365,2,11,1741701600000,1741701600000,4.0,-12.0,-8.0,true,0.0,0.0,54970.24,false,false,false
2371,2,11,1741791600000,1741791600000,4.0,-12.0,-8.0,true,0.0,0.0,54958.24,false,false,false
2380,2,11,1741878000000,1741878000000,4.0,-12.0,-8.0,true,0.0,0.0,54946.24,false,false,false
2392,1,11,1742806800000,1743001200000,4.0,371.1,-8.0,true,97.952,997.328,55317.34,false,false,false
2561,2,11,1743415200000,1743415200000,4.0,-12.0,-8.0,true,0.0,0.0,55305.34,false,false,false
2564,1,11,1743613200000,1743616800000,4.0,-262.4,-8.0,true,361.544,227.576,55042.94,false,false,false
2571,1,11,1743620400000,1743624000000,4.0,-262.0,-8.0,true,250.0,63.854,54780.94,false,false,false
2578,2,11,1743663600000,1743663600000,4.0,-12.0,-8.0,true,0.0,0.0,54768.94,false,false,false
2581,2,11,1743717600000,1743717600000,4.0,-12.0,-8.0,true,0.0,0.0,54756.94,false,false,false
2584,2,11,1744009200000,1744009200000,4.0,-12.0,-8.0,true,0.0,0.0,54744.94,false,false,false
2596,1,11,1745362800000,1745366400000,4.0,-261.52,-8.0,true,249.526,70.0,54483.418,false,false,false
2633,2,11,1748005200000,1748005200000,4.0,-12.0,-8.0,true,0.0,0.0,54471.418,false,false,false
2639,1,11,1748376000000,1748422800000,4.0,-262.98,-8.0,true,250.974,121.904,54208.44,false,false,false
2710,2,11,1750316400000,1750316400000,4.0,-12.0,-8.0,true,0.0,0.0,54196.44,false,false,false
2716,1,11,1750719600000,1750870800000,4.0,337.2,-8.0,true,17.856,908.024,54533.64,false,false,false
2850,2,11,1752451200000,1752451200000,4.0,-12.0,-8.0,true,0.0,0.0,54521.64,false,false,false
2856,1,11,1753261200000,1753340400000,4.0,272.2,-8.0,true,157.144,634.904,54793.84,false,false,false
2945,1,11,1755072000000,1755172800000,4.0,517.42,-8.0,true,15.096,923.024,55311.26,false,false,false
3087,1,11,1757599200000,1757685600000,4.0,50.02,-8.0,true,21.168,425.624,55361.28,false,false,false
3191,1,11,1759464000000,1759503600000,4.0,691.18,-8.0,true,117.976,751.168,56052.46,false,false,false
3233,2,11,1760104800000,1760104800000,4.0,-12.0,-8.0,true,0.0,0.0,56040.46,false,false,false
3245,1,11,1760464800000,1760468400000,4.0,-261.98,-8.0,true,249.974,36.024,55778.48,false,false,false
3255,1,11,1760983200000,1761138000000,4.0,190.04,-8.0,true,198.144,834.952,55968.52,false,false,false
3397,2,11,1762516800000,1762516800000,4.0,-12.0,-8.0,true,0.0,0.0,55956.52,false,false,false
3400,1,11,1762880400000,1762956000000,4.0,1178.5,-8.0,true,14.056,1190.51,57135.02,false,false,false
3474,2,11,1763442000000,1763442000000,4.0,-12.0,-8.0,true,0.0,0.0,57123.02,false,false,false
3477,2,11,1763470800000,1763470800000,4.0,-12.0,-8.0,true,0.0,0.0,57111.02,false,false,false
3489,2,11,1763571600000,1763571600000,4.0,-12.0,-8.0,true,0.0,0.0,57099.02,false,false,false
3498,1,11,1764111600000,1764342000000,5.0,1474.18,-10.0,true,30.060001,1488.1825,58573.195,false,false,false
3656,1,21,1766595600000,1766761200000,5.0,-59.35,-10.0,true,232.94,179.65,58513.844,false,false,false
3730,1,21,1767625200000,1767643200000,5.0,302.17,-10.0,true,31.5,785.19995,58816.02,false,false,false
3762,2,21,1768935600000,1768935600000,4.0,-12.0,-8.0,true,0.0,0.0,58804.02,false,false,false
3768,2,21,1768993200000,1768993200000,4.0,-12.0,-8.0,true,0.0,0.0,58792.02,false,false,false
3771,2,21,1769000400000,1769000400000,4.0,-12.0,-8.0,true,0.0,0.0,58780.02,false,false,false
3786,2,21,1770001200000,1770001200000,4.0,-12.0,-8.0,true,0.0,0.0,58768.02,false,false,false
3804,2,21,1771592400000,1771592400000,4.0,-12.0,-8.0,true,0.0,0.0,58756.02,false,false,false
3807,2,21,1771855200000,1771855200000,4.0,-12.0,-8.0,true,0.0,0.0,58744.02,false,false,false
3810,2,21,1771862400000,1771862400000,4.0,-12.0,-8.0,true,0.0,0.0,58732.02,false,false,false
3813,2,21,1771941600000,1771941600000,4.0,-12.0,-8.0,true,0.0,0.0,58720.02,false,false,false
3822,2,21,1772434800000,1772434800000,4.0,-12.0,-8.0,true,0.0,0.0,58708.02,false,false,false
3834,2,21,1773014400000,1773014400000,4.0,-12.0,-8.0,true,0.0,0.0,58696.02,false,false,false
3852,2,21,1773910800000,1773910800000,4.0,-12.0,-8.0,true,0.0,0.0,58684.02,false,false,false
3855,2,21,1773921600000,1773921600000,4.0,-12.0,-8.0,true,0.0,0.0,58672.02,false,false,false
3861,2,21,1774004400000,1774004400000,4.0,-12.0,-8.0,true,0.0,0.0,58660.02,false,false,false
3864,2,21,1774238400000,1774238400000,4.0,-12.0,-8.0,true,0.0,0.0,58648.02,false,false,false
3876,1,21,1775023200000,1775091600000,5.0,-137.37,-10.0,true,123.3775,864.87,58510.645,false,false,false
3966,1,21,1777561200000,1777647600000,5.0,578.68,-10.0,true,184.94,1367.5901,59089.32,false,false,false
4043,1,21,1778079600000,1778083200000,5.0,-325.55,-10.0,true,349.595,48.885002,58763.77,false,false,false
4059,1,21,1779386400000,1779462000000,5.0,986.95,-10.0,true,404.615,1235.925,59750.72,false,false,false
4129,2,21,1780898400000,1780898400000,4.0,-12.0,-8.0,true,0.0,0.0,59738.72,false,false,false
4138,2,21,1781107200000,1781107200000,4.0,-12.0,-8.0,true,0.0,0.0,59726.72,false,false,false
4147,1,21,1781478000000,1781614800000,5.0,1474.7,-10.0,true,158.85,1488.7124,61201.418,false,false,false
4288,2,21,1783526400000,1783526400000,4.0,-12.0,-8.0,true,0.0,0.0,61189.418,false,false,false
4312,2,21,1784559600000,1784559600000,4.0,-12.0,-8.0,true,0.0,0.0,61177.418,false,false,false
4321,1,21,1785254400000,1785261600000,5.0,-326.75,-10.0,true,312.7475,102.47,60850.668,false,false,false
4339,1,21,1785747600000,1785837600000,5.0,1473.9,-10.0,true,112.53,1487.9026,62324.57,false,false,false
4423,2,21,1786935600000,1786935600000,4.0,-12.0,-8.0,true,0.0,0.0,62312.57,false,false,false
4426,2,21,1787058000000,1787058000000,4.0,-12.0,-8.0,true,0.0,0.0,62300.57,false,false,false
4429,2,21,1787065200000,1787065200000,4.0,-12.0,-8.0,true,0.0,0.0,62288.57,false,false,false
4435,1,21,1787648400000,1787662800000,5.0,-96.72,-10.0,true,82.71751,413.72003,62191.844,false,false,false
