"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.5.177";"";"0.2";"AUDUSD_H1";"H1";"-2289.51";"";"279";"0.13";"-5.81";"-0.83";"-114.48";"-0.88";"13.18";"2294.78";"0.05";"-1.0";"0.0";"24.06";"9.91";"21.57";"14.44";"14.8";"7.84";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.5.172";"";"0.12";"AUDUSD_H1";"H1";"-326.34";"";"44";"0.38";"-1.61";"-0.39";"-16.32";"-0.68";"0.0";"341.02";"0.57";"-0.96";"-0.53";"12.64";"18.88";"34.0";"25.54";"28.61";"3.53";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.5.171";"";"0.2";"AUDUSD_H1";"H1";"-2100.61";"";"294";"0.17";"-6.01";"-0.74";"-105.03";"-0.96";"89.72";"2195.86";"0.13";"-0.96";"0.0";"12.94";"9.68";"48.06";"30.62";"32.58";"27.72";"0.06";"-10.56";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"45.66";"10.56";"0.0";"-1.0";"-1.0";"0.0";"5.28";"0.0";"16.0";"16.0";"0.0"
"Strategy 1.5.174";"";"0.2";"AUDUSD_H1";"H1";"-1402.96";"";"180";"0.07";"-5.3";"-0.79";"-70.15";"-0.96";"0.0";"1411.35";"0.17";"-0.99";"0.0";"4.35";"9.91";"13.04";"17.92";"17.27";"6.56";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.115(2)";"";"0.17";"AUDUSD_H1";"H1";"-589.44";"";"77";"0.21";"-3.15";"-0.63";"-29.47";"-0.81";"49.59";"589.44";"0.26";"-1.0";"-0.61";"9.83";"12.24";"26.25";"14.2";"16.7";"2.15";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.5.173";"";"0.18";"AUDUSD_H1";"H1";"-1005.94";"";"149";"0.36";"-3.03";"-0.47";"-50.3";"-0.86";"0.0";"1033.1";"0.35";"-0.97";"0.0";"14.81";"14.4";"25.15";"16.58";"18.83";"5.29";"0.06";"-10.74";"";"2";"0.0";"0.0";"-1.0";"-1.07";"0.0";"0.0";"10.74";"0.0";"-1.0";"-1.0";"0.0";"5.37";"0.0";"12.0";"12.0";"0.0"
"Strategy 1.3.152(1)";"";"0.2";"AUDUSD_H1";"H1";"-4228.19";"";"559";"0.07";"-9.45";"-0.91";"-211.41";"-0.95";"98.73";"4256.47";"0.03";"-0.99";"0.0";"23.1";"8.35";"39.79";"22.72";"23.15";"33.4";"0.06";"-17.9";"";"3";"0.0";"-80.35";"-1.0";"-1.79";"-0.39";"66.98";"17.9";"0.0";"-1.0";"-1.0";"0.0";"5.97";"0.0";"6.67";"6.67";"0.0"
"Strategy 1.0.88(3)";"";"0.18";"AUDUSD_H1";"H1";"-1099.3";"";"137";"0.11";"-4.49";"-0.66";"-54.97";"-0.94";"57.46";"1107.0";"0.34";"-0.99";"0.0";"3.91";"12.12";"5.37";"5.69";"5.61";"0.29";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.177(1)";"";"0.2";"AUDUSD_H1";"H1";"-2558.69";"";"340";"0.09";"-8.23";"-0.84";"-127.93";"-0.98";"70.23";"2582.08";"0.08";"-0.99";"0.0";"10.77";"8.92";"38.63";"26.29";"27.16";"23.9";"0.06";"-3.32";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.32";"0.0";"-1.0";"-1.0";"0.0";"3.32";"0.0";"11.0";"11.0";"0.0"
"Strategy 1.3.184(3)";"";"0.2";"AUDUSD_H1";"H1";"-2650.14";"";"352";"0.08";"-7.93";"-0.86";"-132.51";"-0.97";"84.58";"2650.14";"0.06";"-1.0";"0.0";"12.0";"8.71";"21.85";"18.82";"18.99";"13.61";"0.06";"-7.18";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.18";"0.0";"-1.0";"-1.0";"0.0";"7.18";"0.0";"1.0";"1.0";"0.0"
"Strategy 1.3.159";"";"0.2";"AUDUSD_H1";"H1";"-3348.31";"";"467";"0.11";"-8.63";"-0.82";"-167.42";"-0.98";"84.28";"3349.78";"0.08";"-1.0";"0.0";"12.59";"8.72";"16.94";"14.88";"15.03";"13.03";"0.06";"-3.28";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.28";"0.0";"-1.0";"-1.0";"0.0";"3.28";"0.0";"31.0";"31.0";"0.0"
"Strategy 1.3.151";"";"0.2";"AUDUSD_H1";"H1";"-2015.67";"";"280";"0.17";"-5.7";"-0.73";"-100.78";"-0.94";"83.19";"2093.85";"0.15";"-0.96";"0.0";"11.17";"9.91";"30.08";"21.21";"22.35";"14.99";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.152";"";"0.2";"AUDUSD_H1";"H1";"-2627.44";"";"345";"0.07";"-8.5";"-0.88";"-131.37";"-0.95";"93.95";"2677.87";"0.06";"-0.98";"0.0";"10.9";"8.64";"15.67";"12.3";"12.48";"4.9";"0.06";"-3.49";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.49";"0.0";"-1.0";"-1.0";"0.0";"3.49";"0.0";"5.0";"5.0";"0.0"
"Strategy 1.3.153";"";"0.2";"AUDUSD_H1";"H1";"-4469.44";"";"586";"0.05";"-11.33";"-0.93";"-223.47";"-0.92";"90.16";"4501.38";"0.03";"-0.99";"0.0";"13.73";"8.23";"10.56";"8.05";"8.12";"4.41";"0.06";"-3.49";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.49";"0.0";"-1.0";"-1.0";"0.0";"3.49";"0.0";"5.0";"5.0";"0.0"
"Strategy 1.3.154";"";"0.2";"AUDUSD_H1";"H1";"-3915.56";"";"519";"0.02";"-11.04";"-0.95";"-195.78";"-0.93";"95.52";"3933.0";"0.03";"-1.0";"0.0";"4.58";"7.91";"10.87";"13.71";"13.62";"8.72";"0.06";"-10.66";"";"2";"0.0";"0.0";"-1.0";"-1.07";"0.0";"49.3";"10.66";"0.0";"-1.0";"-1.0";"0.0";"5.33";"0.0";"12.5";"12.5";"0.0"
"Strategy 1.3.155";"";"0.2";"AUDUSD_H1";"H1";"-2479.63";"";"323";"0.11";"-7.25";"-0.84";"-123.98";"-0.93";"87.25";"2516.42";"0.06";"-0.99";"0.0";"16.37";"9.18";"27.58";"19.35";"19.84";"12.93";"0.06";"-7.21";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.21";"0.0";"-1.0";"-1.0";"0.0";"7.21";"0.0";"8.0";"8.0";"0.0"
"Strategy 1.3.196(2)";"";"0.2";"AUDUSD_H1";"H1";"-2948.9";"";"393";"0.01";"-9.93";"-0.96";"-147.45";"-0.93";"85.06";"2948.9";"0.04";"-1.0";"0.0";"1.05";"7.84";"10.4";"10.85";"10.83";"5.68";"0.06";"-7.22";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.22";"0.0";"-1.0";"-1.0";"0.0";"7.22";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.3.156";"";"0.2";"AUDUSD_H1";"H1";"-4037.9";"";"523";"0.06";"-10.2";"-0.92";"-201.89";"-0.95";"82.84";"4088.07";"0.02";"-0.99";"0.0";"21.39";"8.35";"23.55";"13.46";"13.67";"12.63";"0.06";"-3.19";"";"1";"0.0";"0.0";"-1.0";"-0.32";"0.0";"0.0";"3.19";"0.0";"-1.0";"-1.0";"0.0";"3.19";"0.0";"34.0";"34.0";"0.0"
"Strategy 1.3.157";"";"0.21";"AUDUSD_H1";"H1";"-1127.06";"";"153";"0.35";"-2.75";"-0.51";"-56.35";"-0.88";"0.0";"1250.7";"0.29";"-0.9";"0.0";"17.61";"14.5";"45.94";"21.81";"27.17";"10.77";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.158";"";"0.18";"AUDUSD_H1";"H1";"-968.51";"";"108";"0.02";"-4.74";"-0.9";"-48.43";"-0.93";"54.78";"968.51";"0.08";"-1.0";"-0.85";"2.77";"9.91";"10.63";"10.41";"10.43";"0.29";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.4.138(1)";"";"0.2";"AUDUSD_H1";"H1";"-2501.72";"";"325";"0.07";"-8.89";"-0.88";"-125.09";"-0.94";"70.77";"2510.4";"0.05";"-1.0";"0.0";"11.88";"8.71";"27.38";"21.72";"22.0";"16.16";"0.06";"-7.26";"";"1";"0.0";"0.0";"-1.0";"-0.73";"0.0";"0.0";"7.26";"0.0";"-1.0";"-1.0";"0.0";"7.26";"0.0";"23.0";"23.0";"0.0"
"Strategy 1.3.150";"";"0.2";"AUDUSD_H1";"H1";"-2017.17";"";"266";"0.11";"-7.2";"-0.79";"-100.86";"-0.98";"98.93";"2025.67";"0.12";"-1.0";"0.0";"8.94";"9.61";"21.31";"19.47";"19.67";"11.56";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.0.88(2)";"";"0.2";"AUDUSD_H1";"H1";"-1925.82";"";"258";"0.13";"-5.98";"-0.8";"-96.29";"-0.97";"24.28";"1944.56";"0.09";"-0.99";"0.0";"13.38";"9.31";"17.24";"15.49";"15.63";"11.26";"0.06";"-3.54";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.54";"0.0";"-1.0";"-1.0";"0.0";"3.54";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.21.195(1)";"";"0.17";"AUDUSD_H1";"H1";"-655.68";"";"80";"0.48";"-1.7";"-0.38";"-32.78";"-0.85";"94.29";"713.99";"0.38";"-0.92";"-0.61";"27.59";"21.77";"18.95";"8.9";"11.66";"1.18";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.114(1)";"";"0.2";"AUDUSD_H1";"H1";"-1336.71";"";"164";"0.22";"-4.11";"-0.65";"-66.84";"-0.96";"83.82";"1336.71";"0.21";"-1.0";"0.0";"13.41";"12.59";"16.75";"9.49";"10.73";"2.06";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.127(1)";"";"0.2";"AUDUSD_H1";"H1";"-3476.16";"";"451";"0.05";"-8.8";"-0.91";"-173.81";"-0.91";"16.04";"3511.28";"0.04";"-0.99";"0.0";"10.05";"8.49";"4.47";"7.69";"7.55";"2.35";"0.06";"-14.27";"";"2";"0.0";"0.0";"-1.0";"-1.43";"0.0";"0.0";"14.27";"0.0";"-1.0";"-1.0";"0.0";"7.14";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.3.162";"";"0.2";"AUDUSD_H1";"H1";"-4255.36";"";"571";"0.01";"-10.84";"-0.98";"-212.77";"-0.97";"17.55";"4255.36";"0.01";"-1.0";"0.0";"4.25";"7.6";"1.86";"3.62";"3.6";"0.0";"0.06";"-14.23";"";"2";"0.0";"0.0";"-1.0";"-1.42";"0.0";"97.91";"14.23";"0.0";"-1.0";"-1.0";"0.0";"7.11";"0.0";"2.5";"2.5";"0.0"
"Strategy 1.3.163";"";"0.2";"AUDUSD_H1";"H1";"-9897.33";"";"1348";"0.01";"-13.6";"-0.98";"-494.87";"-0.96";"75.19";"9897.33";"0.01";"-1.0";"0.0";"5.34";"7.48";"4.79";"3.51";"3.53";"0.49";"0.06";"-21.11";"";"3";"0.0";"-48.51";"-1.0";"-2.11";"-0.39";"48.66";"21.11";"0.0";"-1.0";"-1.0";"0.0";"7.04";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.3.164";"";"0.2";"AUDUSD_H1";"H1";"-3979.06";"";"535";"0.1";"-8.47";"-0.86";"-198.95";"-0.95";"0.0";"4036.86";"0.04";"-0.99";"0.0";"24.4";"8.61";"30.26";"16.58";"17.06";"17.04";"0.06";"-14.31";"";"2";"0.0";"0.0";"-1.0";"-1.43";"0.0";"0.0";"14.31";"0.0";"-1.0";"-1.0";"0.0";"7.16";"0.0";"6.5";"6.5";"0.0"
"Strategy 1.3.165";"";"0.2";"AUDUSD_H1";"H1";"-1942.16";"";"281";"0.0";"-8.45";"-0.99";"-97.11";"-0.96";"96.63";"1942.16";"0.01";"-1.0";"0.0";"0.27";"6.99";"4.33";"6.67";"6.64";"1.47";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.166";"";"0.2";"AUDUSD_H1";"H1";"-2183.63";"";"297";"0.0";"-7.29";"-1.0";"-109.18";"-0.97";"27.9";"2183.63";"0.0";"-1.0";"0.0";"0.0";"7.35";"0.0";"8.16";"8.16";"2.25";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.196(1)";"";"0.2";"AUDUSD_H1";"H1";"-2110.62";"";"268";"0.06";"-7.58";"-0.88";"-105.53";"-0.91";"86.01";"2123.62";"0.06";"-0.99";"0.0";"9.12";"8.92";"61.07";"35.18";"36.51";"29.68";"0.06";"-14.54";"";"2";"0.0";"-11543.72";"-1.0";"-1.45";"-0.44";"0.0";"14.54";"0.0";"-1.0";"-1.0";"0.0";"7.27";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.3.167";"";"0.2";"AUDUSD_H1";"H1";"-6131.2";"";"860";"0.04";"-13.2";"-0.92";"-306.56";"-0.99";"0.0";"6131.2";"0.04";"-1.0";"0.0";"7.56";"7.79";"16.03";"14.0";"14.09";"19.49";"0.06";"-17.91";"";"3";"0.0";"-80.5";"-1.0";"-1.79";"-0.39";"0.0";"17.91";"0.0";"-1.0";"-1.0";"0.0";"5.97";"0.0";"11.33";"11.33";"0.0"
"Strategy 1.19.183(1)";"";"0.2";"AUDUSD_H1";"H1";"-1277.21";"";"161";"0.2";"-4.25";"-0.68";"-63.86";"-0.94";"88.3";"1301.75";"0.18";"-0.98";"0.0";"13.21";"11.64";"38.0";"25.59";"27.44";"12.14";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.168";"";"0.2";"AUDUSD_H1";"H1";"-9201.72";"";"1301";"0.0";"-13.61";"-0.99";"-460.09";"-0.99";"84.6";"9201.72";"0.01";"-1.0";"0.0";"0.79";"7.13";"3.4";"6.0";"5.98";"0.29";"0.06";"-20.96";"";"3";"0.0";"-49.38";"-1.0";"-2.1";"-0.44";"0.0";"20.96";"0.0";"-1.0";"-1.0";"0.0";"6.99";"0.0";"7.67";"7.67";"0.0"
"Strategy 1.3.169";"";"0.2";"AUDUSD_H1";"H1";"-4134.47";"";"577";"0.01";"-12.58";"-0.97";"-206.72";"-0.96";"0.0";"4134.47";"0.02";"-1.0";"0.0";"3.67";"7.4";"6.0";"7.68";"7.64";"1.96";"0.06";"-17.75";"";"3";"0.0";"0.0";"-1.0";"-1.78";"0.0";"0.0";"17.75";"0.0";"-1.0";"-1.01";"0.0";"5.92";"0.0";"7.0";"7.0";"0.0"
"Strategy 1.3.160";"";"0.2";"AUDUSD_H1";"H1";"-2595.33";"";"351";"0.1";"-7.57";"-0.85";"-129.77";"-0.96";"94.95";"2670.75";"0.05";"-0.97";"0.0";"16.51";"8.69";"8.11";"4.48";"4.66";"0.1";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.161";"";"0.2";"AUDUSD_H1";"H1";"-1758.63";"";"227";"0.19";"-5.29";"-0.74";"-87.93";"-0.95";"74.03";"1758.63";"0.11";"-1.0";"0.0";"18.27";"10.54";"23.82";"16.85";"17.53";"9.21";"0.06";"-3.26";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.26";"0.0";"-1.0";"-1.0";"0.0";"3.26";"0.0";"8.0";"8.0";"0.0"
"Strategy 1.3.137";"";"0.17";"AUDUSD_H1";"H1";"-542.79";"";"78";"0.17";"-2.95";"-0.68";"-27.14";"-0.74";"0.0";"542.79";"0.22";"-1.0";"-0.6";"8.04";"10.24";"11.43";"5.52";"6.58";"0.2";"0.06";"-4.14";"";"1";"0.0";"0.0";"-1.0";"-0.41";"0.0";"0.0";"4.14";"0.0";"-1.0";"-1.0";"0.0";"4.14";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.3.138";"";"0.2";"AUDUSD_H1";"H1";"-3194.76";"";"404";"0.03";"-10.23";"-0.94";"-159.74";"-0.92";"96.19";"3194.76";"0.03";"-1.0";"0.0";"7.48";"8.42";"15.46";"12.51";"12.6";"7.44";"0.06";"-3.44";"";"1";"0.0";"0.0";"-1.0";"-0.34";"0.0";"0.0";"3.44";"0.0";"-1.0";"-1.0";"0.0";"3.44";"0.0";"6.0";"6.0";"0.0"
"Strategy 1.3.139";"";"0.17";"AUDUSD_H1";"H1";"-878.62";"";"75";"0.08";"-4.02";"-0.82";"-43.93";"-0.88";"87.11";"878.62";"0.12";"-1.0";"-0.74";"10.0";"14.31";"4.0";"2.58";"2.73";"0.0";"0.06";"-5.4";"";"1";"0.0";"0.0";"-1.0";"-0.54";"0.0";"0.0";"5.4";"0.0";"-1.0";"-1.0";"0.0";"5.4";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.3.184(1)";"";"0.2";"AUDUSD_H1";"H1";"-1702.42";"";"228";"0.08";"-6.11";"-0.85";"-85.12";"-0.96";"96.2";"1702.42";"0.08";"-1.0";"0.0";"9.22";"8.81";"22.88";"19.36";"19.62";"12.34";"0.06";"-6.81";"";"1";"0.0";"0.0";"-1.0";"-0.68";"0.0";"0.0";"6.81";"0.0";"-1.0";"-1.0";"0.0";"6.81";"0.0";"28.0";"28.0";"0.0"
"Strategy 1.3.127(2)";"";"0.2";"AUDUSD_H1";"H1";"-6632.71";"";"937";"0.0";"-12.65";"-1.0";"-331.64";"-0.99";"94.07";"6632.71";"0.0";"-1.0";"0.0";"0.0";"7.08";"0.0";"8.98";"8.98";"9.21";"0.06";"-18.1";"";"3";"0.0";"0.0";"-1.0";"-1.81";"0.0";"66.06";"18.1";"0.0";"-1.0";"-1.0";"0.0";"6.03";"0.0";"10.67";"10.67";"0.0"
"Strategy 1.4.126(1)";"";"0.2";"AUDUSD_H1";"H1";"-2568.33";"";"337";"0.05";"-9.09";"-0.88";"-128.42";"-0.94";"3.09";"2568.33";"0.09";"-1.0";"0.0";"4.65";"8.69";"11.48";"11.3";"11.32";"5.39";"0.06";"-7.18";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.18";"0.0";"-1.0";"-1.0";"0.0";"7.18";"0.0";"1.0";"1.0";"0.0"
"Strategy 1.3.130";"";"0.2";"AUDUSD_H1";"H1";"-1780.74";"";"243";"0.19";"-5.47";"-0.71";"-89.04";"-0.94";"92.48";"1808.93";"0.14";"-0.98";"0.0";"13.49";"10.26";"25.27";"18.83";"19.63";"10.68";"0.06";"-7.18";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.18";"0.0";"-1.0";"-1.0";"0.0";"7.18";"0.0";"7.0";"7.0";"0.0"
"Strategy 1.3.131";"";"0.2";"AUDUSD_H1";"H1";"-2622.63";"";"333";"0.15";"-6.24";"-0.81";"-131.13";"-0.91";"85.05";"2622.63";"0.05";"-1.0";"0.0";"28.2";"9.7";"21.31";"10.42";"10.94";"6.95";"0.06";"-3.49";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.49";"0.0";"-1.0";"-1.0";"0.0";"3.49";"0.0";"5.0";"5.0";"0.0"
"Strategy 1.3.172(3)";"";"0.2";"AUDUSD_H1";"H1";"-2509.85";"";"345";"0.06";"-9.14";"-0.89";"-125.49";"-0.96";"83.94";"2530.6";"0.06";"-0.99";"0.0";"7.74";"8.2";"18.7";"13.96";"14.23";"7.05";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.132";"";"0.18";"AUDUSD_H1";"H1";"-984.97";"";"124";"0.26";"-3.08";"-0.59";"-49.25";"-0.91";"93.88";"1045.79";"0.27";"-0.94";"-0.89";"13.15";"13.54";"14.04";"17.2";"16.54";"3.53";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.133";"";"0.18";"AUDUSD_H1";"H1";"-1042.12";"";"126";"0.19";"-3.89";"-0.64";"-52.11";"-0.92";"0.0";"1042.12";"0.26";"-1.0";"0.0";"9.35";"12.85";"23.19";"21.14";"21.56";"6.17";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.134";"";"0.2";"AUDUSD_H1";"H1";"-3690.15";"";"473";"0.09";"-8.08";"-0.89";"-184.51";"-0.94";"95.38";"3743.1";"0.02";"-0.99";"0.0";"33.98";"8.8";"13.18";"8.42";"8.53";"6.27";"0.06";"-10.53";"";"2";"0.0";"0.0";"-1.0";"-1.05";"0.0";"48.1";"10.53";"0.0";"-1.0";"-1.0";"0.0";"5.26";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.3.135";"";"0.2";"AUDUSD_H1";"H1";"-2753.09";"";"369";"0.01";"-11.36";"-0.96";"-137.65";"-0.97";"99.55";"2753.09";"0.03";"-1.0";"0.0";"2.18";"7.79";"0.75";"1.69";"1.66";"0.0";"0.06";"-7.03";"";"1";"0.0";"0.0";"-1.0";"-0.7";"0.0";"0.0";"7.03";"0.0";"-1.0";"-1.0";"0.0";"7.03";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.13.190(1)";"";"0.2";"AUDUSD_H1";"H1";"-3688.29";"";"520";"0.17";"-8.01";"-0.77";"-184.41";"-0.98";"63.89";"3723.61";"0.07";"-0.99";"0.0";"21.47";"9.22";"16.69";"12.96";"13.22";"12.34";"0.06";"-7.15";"";"1";"0.0";"-15.88";"-1.0";"-0.72";"0.0";"0.0";"7.15";"0.0";"-1.0";"-1.0";"0.0";"7.15";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.136";"";"0.2";"AUDUSD_H1";"H1";"-5320.69";"";"733";"0.01";"-13.82";"-0.96";"-266.03";"-0.98";"0.0";"5320.69";"0.03";"-1.0";"0.0";"2.43";"7.56";"10.05";"12.5";"12.43";"11.66";"0.06";"-7.24";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.24";"0.0";"-1.0";"-1.0";"0.0";"7.24";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.21.106(1)";"";"0.2";"AUDUSD_H1";"H1";"-2316.14";"";"297";"0.06";"-7.49";"-0.87";"-115.81";"-0.92";"98.36";"2328.91";"0.07";"-0.99";"0.0";"7.93";"8.93";"13.7";"15.36";"15.25";"9.11";"0.06";"-7.2";"";"1";"0.0";"-15.88";"-1.0";"-0.72";"0.0";"0.0";"7.2";"0.0";"-1.0";"-1.0";"0.0";"7.2";"0.0";"9.0";"9.0";"0.0"
"Strategy 1.3.139(1)";"";"0.2";"AUDUSD_H1";"H1";"-2564.67";"";"347";"0.04";"-7.98";"-0.9";"-128.23";"-0.96";"92.7";"2564.67";"0.07";"-1.0";"0.0";"5.27";"8.25";"6.5";"10.79";"10.52";"0.29";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.105(1)";"";"0.17";"AUDUSD_H1";"H1";"-54.2";"";"47";"0.94";"-0.11";"-0.04";"-2.71";"-0.36";"0.0";"423.67";"0.57";"-0.13";"-0.08";"53.23";"31.97";"10.29";"2.5";"5.32";"0.39";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.184(2)";"";"0.2";"AUDUSD_H1";"H1";"-4354.8";"";"608";"0.05";"-10.83";"-0.92";"-217.74";"-0.96";"79.66";"4402.44";"0.04";"-0.99";"0.0";"10.4";"7.82";"11.41";"10.08";"10.13";"0.29";"0.06";"-14.21";"";"2";"0.0";"0.0";"-1.0";"-1.42";"0.0";"97.91";"14.21";"0.0";"-1.0";"-1.0";"0.0";"7.11";"0.0";"8.0";"8.0";"0.0"
