"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 4.41.106_BASE";"APROBADO";"0.73";"MYM";"M60";"5233.4";"";"108";"2.61";"1.23";"1.3";"5.23";"0.69";"0.0";"1087.9";"0.24";"4.81";"2.42";"403.55";"37.26";"7.24";"0.4";"1.73";"0.0";"0.43";"964.67";"";"35";"1.86";"1.08";"0.71";"1.93";"0.7";"0.0";"686.99";"0.21";"1.4";"1.44";"348.25";"38.79";"7.83";"0.55";"1.8";"0.07"
"Strategy 4.41.106_EXIT90";"APROBADO";"0.53";"MYM";"M60";"7759.47";"";"100";"1.76";"1.26";"0.36";"7.76";"0.58";"26.49";"1693.11";"1.08";"4.58";"2.29";"346.68";"213.92";"5.98";"3.73";"4.9";"0.0";"0.13";"-2618.21";"";"33";"0.64";"-1.0";"-0.22";"-5.24";"-0.55";"0.0";"3712.73";"0.65";"-0.71";"-0.71";"364.82";"368.04";"6.62";"3.5";"4.73";"0.07"
"Strategy 4.41.106_EXIT110";"APROBADO";"0.48";"MYM";"M60";"6203.25";"";"99";"1.59";"1.04";"0.29";"6.2";"0.64";"3.26";"1423.11";"1.02";"4.36";"2.2";"332.6";"212.79";"6.3";"3.8";"5.06";"0.0";"0.13";"-2466.15";"";"33";"0.66";"-0.93";"-0.2";"-4.93";"-0.53";"0.0";"3580.01";"0.65";"-0.69";"-0.69";"376.52";"368.04";"6.69";"3.5";"4.76";"0.07"
