ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending,open_price,close_price,is_long,is_short,slippage_money,bars_in_trade
7,2,11,1676026800000,1676026800000,3.0,-10.0,-6.0,true,0.0,0.0,49990.0,false,false,false,33634.996,33634.996,false,true,4.0,0
16,2,11,1677171600000,1677171600000,3.0,-10.0,-6.0,true,0.0,0.0,49980.0,false,false,false,32827.24,32827.24,false,true,4.0,0
34,1,11,1677866400000,1677870000000,4.0,-34.54,-8.0,true,30.1,59.456,49945.46,false,false,false,33286.27,33275.0,true,false,4.0,2
47,2,11,1678388400000,1678388400000,3.0,-10.0,-6.0,true,0.0,0.0,49935.46,false,false,false,32536.219,32536.219,false,true,4.0,0
50,2,11,1678474800000,1678474800000,3.0,-10.0,-6.0,true,0.0,0.0,49925.46,false,false,false,31816.746,31816.746,false,true,4.0,0
53,2,11,1678699800000,1678699800000,3.0,-10.0,-6.0,true,0.0,0.0,49915.46,false,false,false,31817.0,31817.0,false,true,4.0,0
71,1,11,1680116400000,1680120000000,4.0,82.54,-8.0,true,76.98,117.14,49998.0,false,false,false,32672.729,32720.0,true,false,4.0,2
94,2,11,1682442780000,1682442780000,3.0,-10.0,-6.0,true,0.0,0.0,49988.0,false,false,false,33660.0,33660.0,false,true,4.0,0
97,2,11,1682521200000,1682521200000,3.0,-10.0,-6.0,true,0.0,0.0,49978.0,false,false,false,33424.25,33424.25,false,true,4.0,0
100,2,11,1682532000000,1682532000000,3.0,-10.0,-6.0,true,0.0,0.0,49968.0,false,false,false,33366.797,33366.797,false,true,4.0,0
106,1,11,1682694000000,1682708400000,4.0,185.48,-8.0,true,152.06,334.48,50153.48,false,false,false,33920.258,34019.0,true,false,4.0,5
153,2,11,1684866300000,1684866300000,3.0,-10.0,-6.0,true,0.0,0.0,50143.48,false,false,false,33009.0,33009.0,false,true,4.0,0
162,2,11,1685034060000,1685034060000,3.0,-10.0,-6.0,true,0.0,0.0,50133.48,false,false,false,32627.0,32627.0,false,true,4.0,0
177,1,11,1685714400000,1685732400000,4.0,730.46,-8.0,true,67.1,751.04,50863.94,false,false,false,33421.77,33793.0,true,false,4.0,6
218,1,11,1687361700000,1687376340000,4.0,-262.0,-8.0,true,250.0,54.994,50601.94,false,false,false,34072.0,33947.0,true,false,4.0,5
234,2,11,1687489200000,1687489200000,3.0,-10.0,-6.0,true,0.0,0.0,50591.94,false,false,false,33833.297,33833.297,false,true,4.0,0
