"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 3.3.135 - Improved 1.1.20";"";"0.58";"MNQ";"M240";"22196.24";"";"183";"1.56";"1.5";"0.34";"22.2";"0.79";"0.0";"3503.84";"0.65";"6.33";"3.34";"854.13";"354.07";"1.78";"1.47";"1.59";"0.22";"0.41";"8707.38";"";"38";"2.18";"4.62";"0.62";"17.41";"0.83";"0.0";"1530.87";"0.9";"5.69";"6.17";"893.09";"368.41";"0.83";"0.9";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.1.22";"";"0.58";"MNQ";"M240";"22080.74";"";"183";"1.56";"1.49";"0.34";"22.08";"0.79";"0.0";"3503.84";"0.65";"6.3";"3.32";"854.13";"355.11";"1.78";"1.49";"1.6";"0.3";"0.41";"8707.38";"";"38";"2.18";"4.62";"0.62";"17.41";"0.83";"0.0";"1530.87";"0.9";"5.69";"6.17";"893.09";"368.41";"0.83";"0.9";"0.87";"0.0"
"Strategy 3.3.135 - Improved 1.1.24";"";"0.57";"MNQ";"M240";"22037.47";"";"200";"1.62";"1.54";"0.32";"22.04";"0.72";"0.0";"3177.84";"0.94";"6.93";"3.65";"595.88";"347.21";"1.42";"1.2";"1.31";"0.15";"0.44";"10969.87";"";"38";"2.97";"6.13";"0.83";"21.94";"0.85";"0.0";"1347.12";"1.38";"8.14";"9.58";"751.38";"347.53";"0.86";"0.88";"0.87";"0.0"
