ticket,type,sample,open_time,close_time,size,pl,commission_swap,commission_applied,mae,mfe,balance,is_balance,is_canceled,is_pending,open_price,close_price,is_long,is_short,slippage_money,bars_in_trade
7,1,11,1682660280000,1682668800000,5.0,-355.7,-10.0,true,515.41003,26.49,49644.3,false,false,false,13153.75,13119.579,true,false,4.0,2
14,1,11,1682909220000,1682928900000,5.0,-264.0,-10.0,true,250.0,395.49,49380.3,false,false,false,13249.25,13224.25,true,false,4.0,3
50,1,11,1683734400000,1683766320000,5.0,699.7,-10.0,true,1035.12,791.2,50080.0,false,false,false,13305.879,13377.25,true,false,4.0,3
59,1,11,1683777600000,1683804000000,5.0,-264.7,-10.0,true,250.69,297.80002,49815.3,false,false,false,13371.319,13346.25,true,false,4.0,2
69,1,11,1683849600000,1683900060000,5.0,-264.17,-10.0,true,250.18999,387.8,49551.125,false,false,false,13394.269,13369.25,true,false,4.0,4
95,1,11,1684244520000,1684336680000,5.0,698.5,-10.0,true,318.71,712.5,50249.625,false,false,false,13428.5,13499.75,true,false,4.0,7
112,1,11,1684387020000,1684418400000,5.0,698.5,-10.0,true,176.70999,712.5,50948.125,false,false,false,13587.75,13659.0,true,false,4.0,3
121,1,11,1684425600000,1684440000000,5.0,697.92,-10.0,true,688.5,758.38,51646.05,false,false,false,13771.559,13842.75,true,false,4.0,2
128,1,11,1684454400000,1684476120000,5.0,-263.6,-10.0,true,249.59,125.9,51382.45,false,false,false,13875.209,13850.25,true,false,4.0,2
141,1,11,1684800000000,1684825020000,5.0,-263.37,-10.0,true,249.37,338.62,51119.074,false,false,false,13888.937,13864.0,true,false,4.0,2
154,1,11,1685016180000,1685031780000,5.0,698.5,-10.0,true,829.31,712.5,51817.574,false,false,false,13888.75,13960.0,true,false,4.0,2
164,1,11,1685102400000,1685113200000,5.0,2340.9,-10.0,true,518.10004,2403.48,54158.477,false,false,false,13990.259,14225.75,true,false,4.0,1
169,1,11,1685116800000,1685131980000,5.0,698.6,-10.0,true,72.0,818.1,54857.074,false,false,false,14247.989,14319.25,true,false,4.0,2
176,1,11,1685318400000,1685332920000,5.0,-264.48,-10.0,true,304.78,283.5,54592.6,false,false,false,14377.547,14352.5,true,false,4.0,2
186,1,11,1685430540000,1685437680000,5.0,698.5,-10.0,true,206.01,712.5,55291.1,false,false,false,14377.0,14448.25,true,false,4.0,2
193,1,11,1685448000000,1685462400000,5.0,-733.3,-10.0,true,1301.88,385.7,54557.8,false,false,false,14491.327,14419.397,true,false,4.0,2
218,1,11,1685696160000,1685709000000,5.0,-264.0,-10.0,true,250.0,380.99,54293.8,false,false,false,14491.0,14466.0,true,false,4.0,2
225,1,11,1685971860000,1685980800000,5.0,817.5,-10.0,true,68.41,1011.99,55111.3,false,false,false,14556.5,14639.649,true,false,4.0,2
253,1,11,1686561060000,1686571260000,5.0,-264.0,-10.0,true,521.11,0.0,54847.3,false,false,false,14639.0,14614.0,true,false,4.0,2
260,1,11,1686585600000,1686600000000,5.0,1350.92,-10.0,true,195.58,1382.92,56198.227,false,false,false,14655.657,14792.149,true,false,4.0,2
267,1,11,1686614400000,1686638040000,5.0,698.5,-10.0,true,88.2,712.51,56896.727,false,false,false,14806.249,14877.5,true,false,4.0,2
274,1,11,1686643200000,1686657600000,5.0,-513.6,-10.0,true,580.2,181.29999,56383.125,false,false,false,14865.169,14815.209,true,false,4.0,2
281,1,11,1686686400000,1686749460000,5.0,-263.27,-10.0,true,249.27,514.6,56119.85,false,false,false,14900.927,14876.0,true,false,4.0,5
294,1,11,1686787200000,1686805380000,5.0,-264.17,-10.0,true,483.0,48.0,55855.676,false,false,false,15018.019,14993.0,true,false,4.0,2
301,1,11,1686859200000,1686874020000,5.0,-264.7,-10.0,true,260.7,67.8,55590.977,false,false,false,15189.319,15164.25,true,false,4.0,2
341,1,11,1688371500000,1688385600000,5.0,-421.6,-10.0,true,424.71002,130.69,55169.375,false,false,false,15216.0,15175.239,true,false,4.0,2
366,1,11,1688751000000,1688751000000,5.0,-31.5,-10.0,true,37.809998,0.89,55137.875,false,false,false,15216.0,15214.25,true,false,4.0,0
371,1,11,1689165000000,1689180540000,5.0,698.5,-10.0,true,146.21,1488.99,55836.375,false,false,false,15216.0,15287.25,true,false,4.0,2
